reaction_id,reaction_name,subsystem,genes,minimum,maximum
EX_aracheth_e,Exchange of O-Arachidonoyl Ethanolamine,Exchange/demand reaction,,0.0,0.0
HMR_2964,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,1.1368683772161603e-12
GLUDC,Glutamate Decarboxylase,Glutamate metabolism,14415;14417,0.0,3.296918293926865e-12
ACOADH120_m,Acyl-CoA dehydrogenase (12:0),Fatty acid oxidation,11370;229211;11363;11364,0.0,2.1081802970002173e-11
HMR_0389,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,3.410605131648481e-12
CHSTEROLt1,Cholesterol intracellular transport,"Transport, mitochondrial",59045,-1000.0,1000.0
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,Folate metabolism,665563;17768,-1000.0,1000.0
OCT11EFATP_1,Uptake of Vaccenic Acid,Fatty acid oxidation,225579;26568;26457;26569;26458;26459,0.0,1.3784529073745944e-12
RE3113C,RE3113,Fatty acid oxidation,,-3.964828465541359e-12,1.8189894035458565e-12
HMR_2673,HMR 2673,"Transport, mitochondrial",57279;319800;207151;171405;30805;20517;236149;236293;434674;214663,-1000.0,1000.0
HMR_2193,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;70757;57874;30963;66775,-7.293721182577428e-12,2.7284841053187847e-12
LDH_Lm,"L-lactate dehydrogenase, mitochondria",Pyruvate metabolism,16828;16832;52815,768.4186876182071,806.0529479780562
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),"Transport, nuclear",,0.0,0.0
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,Arginine and proline metabolism,110695;11668;19378;11671;56752,0.0,1.1084466677857563e-12
UMPK5n,"UMP kinase (dATP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
HMR_2884,HMR 2884,"Transport, endoplasmic reticular",20520,-1000.0,1000.0000000000013
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,Aminosugar metabolism,12764,0.0,0.0
r2113,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HOXG,Heme oxygenase 1,Heme degradation,15368;15369,0.0,6.418569379699571e-13
HMR_0629,Phospholipase D,Glycerophospholipid metabolism,104759;18805;194908;18806;18807,0.0,1.0373923942097463e-12
GALASE20ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,19025;18010;50917;12091,0.0,0.0
HMR_3072,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15488,0.0,0.0
PCHOLN201_HSABCt,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)","Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
HSD17B4x,Hydroxysteroid (17-beta) dehydrogenase 4,Bile acid synthesis,15488,0.0,0.0
HMR_3235,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,97212;93747,0.0,1.9966250874858815e-12
ALAPAT4te,Transport of Alanine via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
DATPtn,DATP diffusion in nucleus,"Transport, nuclear",,2.269811583055009,2.269811583055009
HMR_7758,HMR 7758,"Transport, mitochondrial",13167,0.0,0.0
r0221_1,Propinol Adenylate:Coa Ligase (AMP-Forming),Miscellaneous,380660;60525;68738,0.0,1.5916157281026244e-12
HMR_3625,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,9.094947017729282e-13
HMR_0271,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,8.242295734817162e-13
C226CPT1,Carnitine C22:6 transferase,Fatty acid oxidation,12894;12895;78070,0.0,1.3745772197249937e-12
r1664,Y+LAT2 Utilized transport,"Transport, extracellular",330836,-1000.0,1000.0
CPK1,Adenylate kinase,Nucleotide interconversion,66588,-1000.0,1000.0
SPTc,Serine-pyruvate aminotransferase,"Glycine, serine, alanine, and threonine metabolism",11611,0.0,3.119575354427029e-12
HMR_2700,HMR 2700,"Transport, mitochondrial",57279;319800;207151;171405;30805;20517;236149;236293;434674;214663,-1.436875310092647e-12,0.0
MI4PP,1D-myo-Inositol 4-phosphate phosphohydrolase,Inositol phosphate metabolism,114663;55980,0.0,2.9274360713316128e-12
LDH_L,L-lactate dehydrogenase,Glycolysis/gluconeogenesis,16833;54122;106557;16828;16832,-1000.0,231.58131238178146
PCHOLSTE_HSABCt,Transport of 1-Stearoylglycerophosphocholine,"Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
HMR_0298,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;171282;70025;12012;217700;171210,-3.637978807091713e-12,0.0
G5SDym,"Glutamate-5-semialdehyde dehydrogenase, mitochondria",Urea cycle,56454,0.0,1.2126596023639042e-12
ACACT1r,Acetyl-CoA C-acetyltransferase,Tryptophan metabolism,110460;224530,0.0,0.0
HEXA2l,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism,15211;15212,0.0,0.0
PEDH14_HSPLA2,Formation of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) by Phospholipase A2,Glycerophospholipid metabolism,237625;26971;329502;53357;18780;66350;18784;18783;211429,0.0,0.0
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",Inositol phosphate metabolism,16329,0.0,1.0231815394945443e-12
ADNtm,"Equilibrative nucleoside transporter, mitochondrial","Transport, mitochondrial",63959,0.0,1.2884508275116484e-12
r0358,Glycolysis / Glyconeogenesis EC:2.7.1.1,Fructose and mannose metabolism,15275;15277;212032,0.0,9.932095550043e-12
LNLNCGCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation,12894;12895;78070,-1000.0,1000.0000000000057
HMR_2757,HMR 2757,"Transport, mitochondrial",57279;319800;207151;171405;30805;20517;236149;236293;434674;214663,-1000.0,1000.0
ACONT,Aconitate hydratase,Citric acid cycle,11428;64602,-1000.0,1000.0
KHK,Ketohexokinase,Fructose and mannose metabolism,16548,0.0,1.1628539401239583e-11
r0441,Palmitoyl-CoA:L-carnitine O-palmitoyltransferase Fatty acid metabolism EC:2.3.1.21,Fatty acid oxidation,12894;12896,-1.6910917111090384e-12,1.8716063182025745e-12
ESTRONESt,Estrone 3-sulfate transport via bicarbonate countertransport,"Transport, extracellular",58807;28253;108115;101488;108116;108096,-1000.0,1000.0
RE3247X,Acyl Coenzyme A Oxidase,Fatty acid oxidation,80911;93732;11430,0.0,0.0
PCHOLN183_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)","Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
HMR_2985,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,1.0231815394945443e-12
HMR_3716,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EX_cyan_e,Hydrogen cyanide exchange,Exchange/demand reaction,,-23.994372468670804,0.0
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,9.094947017729282e-13
HPYRDCm,"Hydroxypyruvate decarboxylase, mitochondria",Glyoxylate and dicarboxylate metabolism,,0.0,1.9757988348860166e-12
DEOXFVShc,Formation of deoxy-fluvastatin-dinor,Drug metabolism,74147;15488;235674;11430,99.99999999999744,100.0
IMPC,IMP cyclohydrolase,Purine synthesis,108147,-1.136574536461679e-12,0.0
HPDECECOAm,Dehydrogenation of Heptadecanoyl Coa,Fatty acid oxidation,11363,0.0,0.0
PCHOLOLE_HSPLA2,Formation of 1-Oleoylglycerophosphocholine (Delta 9) by Phospholipase A2,Glycerophospholipid metabolism,237625;26971;329502;53357;18780;66350;18784;18783;211429,0.0,0.0
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, extracellular",54403;232156,-1000.0,1000.0
PHPYRte,Transport of Phenylpyruvate via Proton Symport,"Transport, extracellular",20501;80879;20503,99.99999999999028,100.0
RE1522M,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,97212;74147;231086;93747,0.0,1.2031856992204364e-12
EX_M00234_e,EX M00234[e],Exchange/demand reaction,,-4.561684363579843e-12,0.0
HMR_2705,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,12894;12895;78070,-2.248473012716406e-12,0.0
APNPT,ATP:pantetheine 4'-phosphotransferase,CoA synthesis,74450;269614;211347;75735,0.0,0.0
CERT1rt,Ceramide transport protein,"Transport, endoplasmic reticular",68018,0.0,0.0
AKGDm,2-oxoglutarate dehydrogenase,Citric acid cycle,13382;18293;78920;27402,882.4547001032072,882.4547001033419
PGESc,Prostaglandin E synthase,Eicosanoid metabolism,56351;64292;96979,0.0,1000.0
PCHOL2STE_HSPLA2,Formation of 2-Stearoylglycerophosphocholine by Phospholipase A2,Glycerophospholipid metabolism,237625;26971;329502;53357;18780;66350;18784;18783;211429,0.0,0.0
SMPD3g,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",Sphingolipid metabolism,58994;77626;238011,0.0,0.0
RE3228C,RE3228,Fatty acid synthesis,,0.0,1.1368683772161603e-12
TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,237940;76507;109731;17161,0.0,0.0
RE2649M,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,70025;171210,0.0,1.2505552149377763e-12
GLNS,Glutamine synthetase,Glutamate metabolism,14645;266744,0.0,0.0
r1967,Y+LAT2 Utilized transport,"Transport, extracellular",330836,0.0,1000.0
PA_HStn,"Phosphatidate transport, nuclear","Transport, nuclear",,0.0,0.0
HMR_2215,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,54325;54326;74559;83603;68801;170439;12686,0.0,8.30716679068865e-13
HPDECEm,Hydrolysis of Heptadecenoyl Coa,Fatty acid oxidation,170789;70025;66834;171210,0.0,0.0
r0750,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50",Bile acid synthesis,83702,0.0,1000.0
ADMDC,Adenosylmethionine decarboxylase,Arginine and proline metabolism,100041585;11702,0.0,1.1297629498585593e-12
HMR_0290,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;171282;70025;12012;217700;171210,0.0,0.0
HMR_2621,HMR 2621,"Transport, mitochondrial",57279;319800;207151;171405;30805;20517;236149;236293;434674;214663,0.0,0.0
HMR_2989,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,9.094947017729282e-13
GUACYC,Guanylate cyclase,Nucleotide interconversion,14917;60596;14919;230103;54195;18160;245650;234889,0.0,1.0160761121369433e-12
PEAR_HSABCt,Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,"Transport, extracellular",320940;50770,0.0,0.0
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,Arginine and proline metabolism,,0.0,0.0
GK1,Guanylate kinase (GMP:ATP),Nucleotide interconversion,14923,7.922732306323302,7.922732306333131
HMR_8476,HMR 8476,"Transport, nuclear",13340;63959,618.3373367166171,655.9715970764787
RE3120C,RE3120,Fatty acid oxidation,54326;83603;68801;170439,0.0,-1.3642420526593924e-12
DM_pcreat_c,"Demand for  Phosphocreatine,  Cytosolic",Exchange/demand reaction,,0.0,0.0
GASNASE2ly,"Glycosylasparaginase, lysosomal",N-glycan degradation,11593,0.0,0.0
EX_didecaeth_e,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",Exchange/demand reaction,,0.0,8.526512829121202e-12
HMR_3670,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,1.334043986389588e-12
RE3241C,RE3241,Fatty acid synthesis,54326;83603;68801;170439,0.0,1.0004441719502211e-12
RE2999M,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,74147;13177;23986,0.0,1.1766587704187259e-11
PNTK,Pantothenate kinase,CoA synthesis,74450;269614;211347;75735,0.0,0.0
HMR_0814,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",Glycosphingolipid metabolism,20449,0.0,0.0
RE3178M,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,231086;97212;74147;15488;15107;15108,0.0,0.0
r2225,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",101488,0.0,1000.0
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",Fatty acid oxidation,16922,0.0,0.0
GARFT,Phosphoribosylglycinamide formyltransferase,Purine synthesis,14450,0.0,0.0
r2093,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HMR_8579,Alpha-Amylase,Starch and sucrose metabolism,109959;100043686;100043688;11722;100043684,99.99999999999704,100.0
THYOXt2,T4 transport via facilitated diffusion,"Transport, extracellular",20502,-1000.0,1000.0
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,Pyruvate metabolism,14651,0.0,4.741806486382646e-12
ACNAMlt,N-acetylneuraminate transport into lysososme,"Transport, lysosomal",235504,0.0,0.0
RE3168C,RE3168,Fatty acid oxidation,,0.0,0.0
PPM,Phosphopentomutase,Pentose phosphate pathway,66681;72157,890.3047037668252,890.304703766853
PCHOLMYR_HsABCt,Transport of 1-Myristoylglycerophosphocholine,"Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,Inositol phosphate metabolism,18719;84095;18720;224020;18717;107650,0.0,0.0
HMR_3651,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
EX_hepdeceth_e,Exchange of Heptadecanoyl Thanolamide (C17:0),Exchange/demand reaction,,0.0,6.87805368215777e-12
HMR_2263,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,54325;54326;74559;83603;68801;170439;12686,0.0,1.6768808563938364e-12
r1150,Facilitated diffusion,"Transport, lysosomal",,0.0,3.0752289603697136e-11
NDPK3m,"ATP:CDP phosphotransferase, mitochondria",Nucleotide interconversion,54369;56520,0.0,3.410605131648481e-12
FAOXC164C165x,"Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal",Fatty acid oxidation,11430,0.0,1.2079226507921703e-12
HMR_2264,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,1.2221335055073723e-12
HMR_3627,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
PCHOLN1836_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)","Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
RE3169C,RE3169,Fatty acid oxidation,,0.0,0.0
BUTt,Butyrate transport (diffusion),"Transport, extracellular",225579;75497;26457;14077;14080;12140;16592;11770;16204;26568;26569;21884;12491,-1000.0,1000.0
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid metabolism,83702,-1000.0,1000.0
NAt5,Sodium/ammonium proton antiporter,"Transport, extracellular",226999;20544;105243,-1000.0,1000.0
HMR_3205,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,97212;231086;52538,0.0,1.1210785386437136e-12
PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid metabolism,54486;19215,-1000.0,1000.0
GALASE18ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,19025;18010;50917;12091,0.0,0.0
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Exchange/demand reaction,,0.0,0.0
R01115,R01115,Aminosugar metabolism,12764,0.0,0.0
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,73458;621603;56847;11670;67689,0.0,0.0
HMR_3664,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,4.632738637155853e-12
HMR_2348,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,1.3129464676166177e-12
HMR_2622,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,0.0,0.0
MI1345PP,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,212111;16332;170835;64436;104015;16330;16331,0.0,0.0
r0220_1,Propinol Adenylate:Coa Ligase (AMP-Forming) Ec:6.2.1.17 Ec:6.2.1.1,Miscellaneous,380660;60525;68738,0.0,0.0
ADRNCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation,57279,-1000.0,1000.0
RE3103C,RE3103,Fatty acid oxidation,54326;83603;68801;170439,0.0,1.0913936421275138e-12
RE2998M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,0.0,1.0864198429771932e-11
BILIRED2,Nadh biliverdin reductase,Heme synthesis,109778;233016,0.0,0.0
r0541,"Glutaryl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase (Decarboxylating)",Tryptophan metabolism,270076,0.0,0.0
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis,14042;54616;14043;56219,0.0,0.0
HMR_2364,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,106529;243078,0.0,9.441788217557945e-13
ST6GALNAC31_1,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 3",Sphingolipid metabolism,20447;50935;26938,0.0,0.0
CHOLK,Choline kinase,Glycerophospholipid metabolism,12651;12660,0.0,9.521272659185342e-13
r1908,Y+LAT2 Utilized transport,"Transport, extracellular",330836,0.0,1000.0
HMR_3704,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
SPHS1Ptr,Sphingosine-1-phosphate transport,"Transport, endoplasmic reticular",,0.0,0.0
HMR_3425,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;11363;229211;15107;11364;15108;235674;11370;97212;93747;52538,0.0,0.0
HMR_3696,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EBP1r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol metabolism,13595,0.0,0.0
PEPALM_HSASBCt,Transport of 1-Palmitoylglycerophosphocholine,"Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
HMR_0428,HMR 0428,"Transport, extracellular",225579;75497;26457;14077;14080;12140;16592;11770;16204;26568;26569;21884;12491,0.0,0.0
HMR_0824,"Lactosylceramide Alpha-2, 3-Sialyltransferase",Glycosphingolipid metabolism,20454,0.0,9.663381206337363e-13
r1448,Acyl-CoA Oxidase,Fatty acid oxidation,80911;11430,0.0,0.0
r1253,Long-Chain-Fatty-Acid---Coa Ligase,Fatty acid oxidation,14081;433256;74205;50790;26458;216739;328845,0.0,0.0
RE2626M,RE2626M,Bile acid synthesis,104086,0.0,1000.0
TPI,Triose-phosphate isomerase,Glycolysis/gluconeogenesis,21991,274.7272171324191,274.7272171324532
HMR_3694,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,8.29558643999917e-13
HMR_2261,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;70757;57874;30963;66775,0.0,0.0
CPPPGO,Coproporphyrinogen oxidase (O2 required),Heme synthesis,12892,0.0,4.689582056016661e-13
HMR_0192,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,8.668621376273222e-13
HMR_0847,Exo-Alpha-Sialidase,Glycosphingolipid metabolism,50877;18010;241159;23956,0.0,1.2505552149377763e-12
HMR_2689,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,-1.4779288903810084e-12,0.0
HMR_0305,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,9.805489753489383e-13
HMR_0245,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,0.0
PAPStg,3'-Phosphoadenylyl sufate Golgi transport,"Transport, golgi apparatus",73836,0.0,9.237055564881302e-13
S6T2g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate synthesis,54371;56773;26887,0.0,0.0
OCTAt,Octanoate transport via diffusion,"Transport, extracellular",,0.0,1.0942358130705543e-12
HMR_9803,3-Oxopropionyl Coenzyme A:NAD+ Oxidoreductase,Propanoate metabolism,,0.0,0.0
G14T21g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis,14595;56336;57370;53418,0.0,0.0
PE161_HSABCt,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)","Transport, extracellular",320940;50770,0.0,0.0
r1826,Y+LAT2 Utilized transport,"Transport, extracellular",330836,0.0,1000.0
PLA2_2e,Phospholipase A2,Glycerophospholipid metabolism,26970;26971;18778;18780;66350;18782;26565;18784,0.0,0.0
r2520,Mitochondrial Carrier (MC) TCDB:2.A.29.2.1,"Transport, mitochondrial",67863,-1000.0,1000.0
HMR_0244,HMR 0244,"Transport, extracellular",225579;75497;26457;14077;14080;12140;16592;11770;16204;26568;26569;21884;12491,0.0,0.0
NDP7er,"Nucleoside-diphosphatase (UDP), endoplasmic reticulum",Nucleotide interconversion,76025;67464;12499;100862375,0.0,0.0
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),Pyrimidine synthesis,69719,0.0,0.0
HMR_2857,HMR 2857,"Transport, endoplasmic reticular",20520,0.0,0.0
RE3247M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,0.0,0.0
PCHOLEIC_HSABCt,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)","Transport, extracellular",54670;11303;11982;54667;18670,0.0,0.0
DUTCP,DUTP:cytidine 5'-phosphotransferase,Nucleotide interconversion,80914;22245,-1000.0,-99.99999999999886
FAOXC184C164x,"Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal",Fatty acid oxidation,74147;15488;235674;11430,0.0,0.0
FVStu,Uptake of fluvastatin by enterocytes,Drug metabolism,101488,-900.0000000000041,1000.0
PROPAT4te,Transport of Proline via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
r1167,EC:2.3.1.26,Miscellaneous,223920;20652,0.0,1000.0
HMR_3662,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
HMR_3686,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
HMR_0209,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,26458;216739;14081;433256;74205;50790;328845;94180,0.0,1.0231815394945443e-12
HMR_3680,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
