reaction_id,reaction_name,subsystem,genes,minimum,maximum
DPGase,Diphosphoglycerate phosphatase,Glycolysis/gluconeogenesis,12183;18648;56012,1.5916157281026244e-12,-1.0231815394945443e-12
AMY2e,"Alpha-amylase, extracellular (glygn2 -> glygn4)",Starch and sucrose metabolism,30962;100043684;17254;100043686;100043688;109959;11722;20532,0.0,-2.050748459936358e-12
HMR_0003,Triacylglycerol Lipase,Glycerophospholipid metabolism,15450;66853;231871;16890;116939;69060;16891;18946;67717;12613;18947;67758;269060,0.0,-1.4836132322670892e-11
PHYTt,Fatty acid transport via diffusion,"Transport, extracellular",,0.0,0.0
HISDC,Histidine decarboxylase,Histidine metabolism,15186;13195,0.0,-3.410605131648481e-12
ACS2,Acetyl-CoA synthase (propionate),Propanoate metabolism,60525;78894,0.0,-1.0089706847793423e-12
EX_fvs_e,Exchange reaction for fluvastatin in intestinal lumen,Exchange/demand reaction,,-100.0,-100.00000000000311
C160CRNt,C160 transport into the mitochondria,Fatty acid oxidation,57279,-1000.0,999.9999999999986
ACGAMtly,N-acetyl-glucosamine lysosomal efflux,"Transport, lysosomal",,0.0,1000.0
GLUDym,"Glutamate dehydrogenase (NADP), mitochondrial",Glutamate metabolism,14661,-1000.0,515.8313711076255
C4DCCACT,Transport of succinyl carnitine into cytosol,Fatty acid oxidation,57279,0.0,0.0
R00100,R01803,,12764,-500.0,-474.40377345941556
EX_aracheth_e,Exchange of O-Arachidonoyl Ethanolamine,Exchange/demand reaction,,0.0,-1.2164491636212915e-11
HMR_2964,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
GLUDC,Glutamate Decarboxylase,Glutamate metabolism,14415;14417,0.0,-2.1600499167107046e-12
ACOADH120_m,Acyl-CoA dehydrogenase (12:0),Fatty acid oxidation,229211;11370;11363;11364,0.0,-1.978150976356119e-11
HMR_0389,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,-1.2505552149377763e-12
CHSTEROLt1,Cholesterol intracellular transport,"Transport, mitochondrial",59045,-1000.0,999.999999999999
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,Folate metabolism,17768;665563,-1000.0,999.9999999999975
OCT11EFATP_1,Uptake of Vaccenic Acid,Fatty acid oxidation,26459;26458;225579;26457;26568;26569,0.0,0.0
RE3113C,RE3113,Fatty acid oxidation,,0.0,-1.5916157281026244e-12
HMR_2673,HMR 2673,"Transport, mitochondrial",214663;236293;236149;319800;30805;207151;171405;434674;20517;57279,-1000.0,1000.0
HMR_2193,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;30963;66775;57874;70757,0.0,-1.5916157281026244e-12
LDH_Lm,"L-lactate dehydrogenase, mitochondria",Pyruvate metabolism,52815;16832;16828,916.720761190448,916.7207611904515
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),"Transport, nuclear",,0.0,-9.094947017729282e-13
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,Arginine and proline metabolism,11668;110695;11671;56752;19378,0.0,0.0
UMPK5n,"UMP kinase (dATP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
HMR_2884,HMR 2884,"Transport, endoplasmic reticular",20520,-1000.0,1000.0
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,Aminosugar metabolism,12764,0.0,0.0
r2113,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HOXG,Heme oxygenase 1,Heme degradation,15368;15369,0.0,-9.098794192834455e-13
HMR_0629,Phospholipase D,Glycerophospholipid metabolism,194908;18805;18806;104759;18807,0.0,0.0
GALASE20ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,18010;50917;19025;12091,0.0,0.0
HMR_3072,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15488,0.0,0.0
PCHOLN201_HSABCt,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)","Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
HSD17B4x,Hydroxysteroid (17-beta) dehydrogenase 4,Bile acid synthesis,15488,0.0,0.0
HMR_3235,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,93747;97212,0.0,-2.0084674664152167e-12
ALAPAT4te,Transport of Alanine via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
DATPtn,DATP diffusion in nucleus,"Transport, nuclear",,2.239541438976651,2.239541438976651
HMR_7758,HMR 7758,"Transport, mitochondrial",13167,0.0,0.0
r0221_1,Propinol Adenylate:Coa Ligase (AMP-Forming),Miscellaneous,60525;68738;380660,0.0,-1.2505552149377763e-12
HMR_3625,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
HMR_1242,HMR 1242,"Transport, peroxisomal",,-999.9999999999958,1000.0
HMR_0271,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
C226CPT1,Carnitine C22:6 transferase,Fatty acid oxidation,12895;78070;12894,0.0,-1.2181591461437476e-12
r1664,Y+LAT2 Utilized transport,"Transport, extracellular",330836,-1000.0,1000.0
CPK1,Adenylate kinase,Nucleotide interconversion,66588,-1000.0,1000.0
SPTc,Serine-pyruvate aminotransferase,"Glycine, serine, alanine, and threonine metabolism",11611,0.0,-3.2032462015749656e-12
HMR_2700,HMR 2700,"Transport, mitochondrial",214663;236293;236149;319800;30805;207151;171405;434674;20517;57279,1.3866008531435622e-12,0.0
MI4PP,1D-myo-Inositol 4-phosphate phosphohydrolase,Inositol phosphate metabolism,55980;114663,0.0,-1.3606893389805919e-12
LDH_L,L-lactate dehydrogenase,Glycolysis/gluconeogenesis,54122;16832;16833;106557;16828,-1000.0,83.27923880953396
PCHOLSTE_HSABCt,Transport of 1-Stearoylglycerophosphocholine,"Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
HMR_0298,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,70025;12012;171210;217700;171281;171282,0.0,0.0
ACACT1r,Acetyl-CoA C-acetyltransferase,Tryptophan metabolism,224530;110460,1.1368683772161603e-12,0.0
HEXA2l,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism,15211;15212,0.0,0.0
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",Inositol phosphate metabolism,16329,0.0,-9.094947017729282e-13
ADNtm,"Equilibrative nucleoside transporter, mitochondrial","Transport, mitochondrial",63959,1.2505552149377763e-12,0.0
r0358,Glycolysis / Glyconeogenesis EC:2.7.1.1,Fructose and mannose metabolism,15275;212032;15277,0.0,0.0
LNLNCGCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation,12895;78070;12894,-1000.0,999.9999999999989
HMR_2757,HMR 2757,"Transport, mitochondrial",214663;236293;236149;319800;30805;207151;171405;434674;20517;57279,-1000.0,1000.0
ACONT,Aconitate hydratase,Citric acid cycle,11428;64602,-1000.0,1000.0
KHK,Ketohexokinase,Fructose and mannose metabolism,16548,0.0,-1.6514509058508435e-12
r0441,Palmitoyl-CoA:L-carnitine O-palmitoyltransferase Fatty acid metabolism EC:2.3.1.21,Fatty acid oxidation,12896;12894,0.0,0.0
ESTRONESt,Estrone 3-sulfate transport via bicarbonate countertransport,"Transport, extracellular",108096;28253;58807;108115;108116;101488,-1000.0,1000.0
RE3247X,Acyl Coenzyme A Oxidase,Fatty acid oxidation,80911;11430;93732,0.0,0.0
PCHOLN183_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)","Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
HMR_2985,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
HMR_3716,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,-1.1368683772161603e-12
EX_cyan_e,Hydrogen cyanide exchange,Exchange/demand reaction,,-51.19245308111101,0.0
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,-1.3642420526593924e-12
HPYRDCm,"Hydroxypyruvate decarboxylase, mitochondria",Glyoxylate and dicarboxylate metabolism,,0.0,-5.438292363736215e-12
DEOXFVShc,Formation of deoxy-fluvastatin-dinor,Drug metabolism,235674;74147;15488;11430,100.00000000000153,100.0
IMPC,IMP cyclohydrolase,Purine synthesis,108147,0.0,0.0
HPDECECOAm,Dehydrogenation of Heptadecanoyl Coa,Fatty acid oxidation,11363,0.0,0.0
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, extracellular",232156;54403,-1000.0,1000.0
PHPYRte,Transport of Phenylpyruvate via Proton Symport,"Transport, extracellular",80879;20503;20501,100.00000000000603,100.0
RE1522M,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,74147;93747;97212;231086,0.0,-1.6200374375330284e-12
EX_M00234_e,EX M00234[e],Exchange/demand reaction,,8.348433055971327e-12,0.0
HMR_2705,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,12895;78070;12894,0.0,0.0
APNPT,ATP:pantetheine 4'-phosphotransferase,CoA synthesis,211347;75735;269614;74450,0.0,0.0
CERT1rt,Ceramide transport protein,"Transport, endoplasmic reticular",68018,0.0,0.0
AKGDm,2-oxoglutarate dehydrogenase,Citric acid cycle,18293;13382;27402;78920,620.0152170297381,620.0152170296228
PGESc,Prostaglandin E synthase,Eicosanoid metabolism,56351;64292;96979,0.0,1000.0
SMPD3g,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",Sphingolipid metabolism,58994;77626;238011,0.0,0.0
RE3228C,RE3228,Fatty acid synthesis,,0.0,0.0
TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,17161;76507;237940;109731,0.0,0.0
RE2649M,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,70025;171210,0.0,-1.3642420526593924e-12
GLNS,Glutamine synthetase,Glutamate metabolism,14645;266744,0.0,0.0
PA_HStn,"Phosphatidate transport, nuclear","Transport, nuclear",,4.1460168631601846e-12,0.0
HMR_2215,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,54325;170439;74559;68801;83603;54326;12686,0.0,-1.7053025658242404e-12
HPDECEm,Hydrolysis of Heptadecenoyl Coa,Fatty acid oxidation,70025;66834;171210;170789,0.0,0.0
ADMDC,Adenosylmethionine decarboxylase,Arginine and proline metabolism,11702;100041585,0.0,0.0
HMR_0290,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,70025;12012;171210;217700;171281;171282,0.0,0.0
HMR_2621,HMR 2621,"Transport, mitochondrial",214663;236293;236149;319800;30805;207151;171405;434674;20517;57279,3.150696222638835e-12,0.0
HMR_2989,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
GUACYC,Guanylate cyclase,Nucleotide interconversion,14917;245650;14919;230103;18160;234889;54195;60596,0.0,0.0
PEAR_HSABCt,Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,"Transport, extracellular",50770;320940,0.0,0.0
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,Arginine and proline metabolism,,0.0,-1.1482813086875399e-12
GK1,Guanylate kinase (GMP:ATP),Nucleotide interconversion,14923,7.817074968863835,7.817074968853376
HMR_8476,HMR 8476,"Transport, nuclear",63959;13340,498.0122342086373,498.01223420862243
RE3120C,RE3120,Fatty acid oxidation,68801;83603;54326;170439,0.0,-2.448714785234846e-12
PGL,6-phosphogluconolactonase,Pentose phosphate pathway,66171,0.0,0.0
DM_pcreat_c,"Demand for  Phosphocreatine,  Cytosolic",Exchange/demand reaction,,0.0,-1.1968687594697594e-12
GASNASE2ly,"Glycosylasparaginase, lysosomal",N-glycan degradation,11593,0.0,0.0
EX_didecaeth_e,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",Exchange/demand reaction,,0.0,-6.764366844436154e-12
HMR_3670,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,-2.7284841053187847e-12
RE3241C,RE3241,Fatty acid synthesis,68801;83603;54326;170439,0.0,0.0
RE2999M,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,74147;13177;23986,0.0,-6.413017225845986e-12
PNTK,Pantothenate kinase,CoA synthesis,211347;75735;269614;74450,0.0,0.0
XOLEST183CEH,"Hydrolysis of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",Cholesterol metabolism,16889;12613,0.0,0.0
HMR_0814,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",Glycosphingolipid metabolism,20449,0.0,0.0
RE3178M,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15107;15108;97212;231086;15488,0.0,0.0
r2225,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",101488,0.0,1000.0
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",Fatty acid oxidation,16922,0.0,0.0
GARFT,Phosphoribosylglycinamide formyltransferase,Purine synthesis,14450,0.0,0.0
r2093,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HMR_8579,Alpha-Amylase,Starch and sucrose metabolism,109959;100043684;100043686;100043688;11722,100.00000000000455,100.0
THYOXt2,T4 transport via facilitated diffusion,"Transport, extracellular",20502,-1000.0,1000.0
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,Pyruvate metabolism,14651,0.0,-5.357492227631155e-12
ACNAMlt,N-acetylneuraminate transport into lysososme,"Transport, lysosomal",235504,0.0,-2.2440784773359372e-12
RE3168C,RE3168,Fatty acid oxidation,,0.0,-1.4659967359385633e-12
PPM,Phosphopentomutase,Pentose phosphate pathway,72157;66681,888.2100875820267,888.2100875819984
PCHOLMYR_HsABCt,Transport of 1-Myristoylglycerophosphocholine,"Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,Inositol phosphate metabolism,18719;84095;107650;18720;224020;18717,0.0,0.0
HMR_3651,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
EX_hepdeceth_e,Exchange of Heptadecanoyl Thanolamide (C17:0),Exchange/demand reaction,,0.0,-1.0174971976084635e-11
HMR_2263,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,54325;170439;74559;68801;83603;54326;12686,0.0,0.0
LCAT16e,"Lecithin-Cholesterol Acyltransferase, Formation of 1-Stearoylglycerophosphoethanolamine",Cholesterol metabolism,16816,0.0,54.945685764056016
r1150,Facilitated diffusion,"Transport, lysosomal",,0.0,-5.9117155615240335e-12
NDPK3m,"ATP:CDP phosphotransferase, mitochondria",Nucleotide interconversion,54369;56520,0.0,-4.575895218295045e-12
FAOXC164C165x,"Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal",Fatty acid oxidation,11430,0.0,0.0
HMR_2264,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,0.0
HMR_3627,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
PCHOLN1836_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)","Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
RE3169C,RE3169,Fatty acid oxidation,,0.0,0.0
BUTt,Butyrate transport (diffusion),"Transport, extracellular",12491;225579;26457;75497;21884;16592;11770;14077;14080;12140;16204;26568;26569,-1000.0,1000.0
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid metabolism,83702,-1000.0,1000.0
NAt5,Sodium/ammonium proton antiporter,"Transport, extracellular",20544;226999;105243,-1000.0,1000.0
HMR_3205,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,52538;97212;231086,0.0,0.0
PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid metabolism,54486;19215,-1000.0,1000.0
GALASE18ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,18010;50917;19025;12091,0.0,0.0
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Exchange/demand reaction,,1.1621321189320749e-12,0.0
R01115,R01115,Aminosugar metabolism,12764,0.0,-7.389644451905042e-13
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,56847;621603;67689;73458;11670,-1000.0,-1.3642420526593924e-12
HMR_3664,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,-1.1368683772161603e-11
HMR_2348,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,-1.0651490579700545e-11
HMR_2622,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,2.751339726747395e-12,-3.922195901395753e-12
MI1345PP,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,212111;16330;104015;16331;16332;64436;170835,0.0,0.0
r0220_1,Propinol Adenylate:Coa Ligase (AMP-Forming) Ec:6.2.1.17 Ec:6.2.1.1,Miscellaneous,60525;68738;380660,0.0,-1.2505552149377763e-12
ADRNCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation,57279,-1000.0,1000.0
RE3103C,RE3103,Fatty acid oxidation,68801;83603;54326;170439,0.0,0.0
RE2998M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,0.0,-1.7216450487467228e-11
BILIRED2,Nadh biliverdin reductase,Heme synthesis,109778;233016,0.0,-1.3626809762165973e-12
r0541,"Glutaryl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase (Decarboxylating)",Tryptophan metabolism,270076,0.0,-1.2221335055073723e-12
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis,56219;14042;14043;54616,0.0,0.0
HMR_2364,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,243078;106529,0.0,0.0
ST6GALNAC31_1,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 3",Sphingolipid metabolism,26938;50935;20447,0.0,0.0
CHOLK,Choline kinase,Glycerophospholipid metabolism,12651;12660,0.0,0.0
HMR_3704,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
SPHS1Ptr,Sphingosine-1-phosphate transport,"Transport, endoplasmic reticular",,0.0,-1.0231815394945443e-12
HMR_3425,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,235674;52538;97212;15107;11363;15108;93747;11364;229211;11370;231086,0.0,0.0
HMR_3696,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EBP1r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol metabolism,13595,0.0,0.0
PEPALM_HSASBCt,Transport of 1-Palmitoylglycerophosphocholine,"Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
HMR_0428,HMR 0428,"Transport, extracellular",12491;225579;26457;75497;21884;16592;11770;14077;14080;12140;16204;26568;26569,0.0,0.0
HMR_0824,"Lactosylceramide Alpha-2, 3-Sialyltransferase",Glycosphingolipid metabolism,20454,0.0,0.0
r1448,Acyl-CoA Oxidase,Fatty acid oxidation,80911;11430,0.0,1.5347723092418164e-12
r1253,Long-Chain-Fatty-Acid---Coa Ligase,Fatty acid oxidation,433256;216739;74205;26458;50790;328845;14081,0.0,0.0
RE2626M,RE2626M,Bile acid synthesis,104086,0.0,1000.0
TPI,Triose-phosphate isomerase,Glycolysis/gluconeogenesis,21991,230.76036293293419,230.7603629329282
HMR_3694,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
HMR_2261,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;30963;66775;57874;70757,0.0,-9.094947017729282e-13
CPPPGO,Coproporphyrinogen oxidase (O2 required),Heme synthesis,12892,0.0,0.0
HMR_0192,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
HMR_0847,Exo-Alpha-Sialidase,Glycosphingolipid metabolism,50877;18010;241159;23956,0.0,0.0
HMR_2689,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,2.2789043379651215e-12,0.0
HMR_0305,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
HMR_0245,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
PAPStg,3'-Phosphoadenylyl sufate Golgi transport,"Transport, golgi apparatus",73836,1.7053025658242404e-12,0.0
S6T2g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate synthesis,56773;26887;54371,0.0,0.0
OCTAt,Octanoate transport via diffusion,"Transport, extracellular",,0.0,0.0
HMR_9803,3-Oxopropionyl Coenzyme A:NAD+ Oxidoreductase,Propanoate metabolism,,0.0,-1.2232779049891298e-12
G14T21g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis,53418;57370;56336;14595,0.0,0.0
PE161_HSABCt,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)","Transport, extracellular",50770;320940,0.0,0.0
r2520,Mitochondrial Carrier (MC) TCDB:2.A.29.2.1,"Transport, mitochondrial",67863,-1000.0,1000.0
HMR_0244,HMR 0244,"Transport, extracellular",12491;225579;26457;75497;21884;16592;11770;14077;14080;12140;16204;26568;26569,2.5900968515394597e-12,0.0
NDP7er,"Nucleoside-diphosphatase (UDP), endoplasmic reticulum",Nucleotide interconversion,76025;12499;100862375;67464,0.0,0.0
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),Pyrimidine synthesis,69719,0.0,0.0
HMR_2857,HMR 2857,"Transport, endoplasmic reticular",20520,0.0,-9.094947017729282e-13
RE3247M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,0.0,0.0
PCHOLEIC_HSABCt,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)","Transport, extracellular",11303;54667;18670;54670;11982,0.0,0.0
DUTCP,DUTP:cytidine 5'-phosphotransferase,Nucleotide interconversion,80914;22245,-1000.0,-100.00000000000094
FAOXC184C164x,"Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal",Fatty acid oxidation,235674;74147;15488;11430,0.0,-1.7418356161855814e-12
FVStu,Uptake of fluvastatin by enterocytes,Drug metabolism,101488,-899.9999999999918,1000.0
PROPAT4te,Transport of Proline via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
r1167,EC:2.3.1.26,Miscellaneous,223920;20652,0.0,1000.0
HMR_3662,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
HMR_3686,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,-9.094947017729282e-13
HMR_0209,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,216739;94180;74205;50790;433256;26458;328845;14081,0.0,0.0
HMR_3680,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
FAOXC164C143x,"Fatty Acid Beta Oxidation (C16:4->C14:3), Peroxisomal",Fatty acid oxidation,235674;74147;15488,0.0,-1.572046682265296e-12
EICOSTETCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation,12895;78070;12894,0.0,-1.5916157281026244e-12
HMR_3647,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
HMR_1665,Cholate Coenzyme A Ligase,"Transport, peroxisomal",26459;26458,0.0,0.0
IND3ACt,Transport of Indole-3-Acetate,"Transport, extracellular",,0.0,0.0
BILIRUBt2,Bilirubin transport via bicarbonate countertransport,"Transport, extracellular",101488,-1000.0,1000.0
HMR_0306,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,70025;12012;171210;217700;171281;171282,0.0,-2.0463630789890885e-12
HMR_0382,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,70025;12012;171210;217700;171281;171282,0.0,0.0
C12DCACOT,Thioesterification of Dodecanedioyl Coenzyme A for Release into Cytosol,Fatty acid oxidation,170789,0.0,0.0
HMR_3646,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,223920;20652,0.0,0.0
