"Reaction ID","Reaction Name","Flux","Subsystem"
"r0797","Glycine N-choloyltransferase EC:2.3.1.65",-136.748022555732,"Bile acid synthesis"
"GDHm","Glutamate dehydrogenase, mitochondria",-716.365960653261,"Glutamate metabolism"
"r0181","ITP Diphosphohydrolase",-100,"Purine catabolism"
"PGM","Phosphoglycerate mutase",-1000,"Glycolysis/gluconeogenesis"
"UMPK3","UMP kinase (UTP)",163.03457881078,"Nucleotide interconversion"
"ASPTA","Aspartate transaminase",-937.034285518015,"Alanine and aspartate metabolism"
"r2109","Major Facilitator(MFS) TCDB:2.A.1.13.1",119.535431793676,"Transport, extracellular"
"DGTPtn","DGTP diffusion in nucleus",1.69523735259947,"Transport, nuclear"
"r0408","ATP:Sedoheptulose 7-phosphate 1-phosphotransferase EC:2.7.1.11",-36.5480843040641,"Miscellaneous"
"CYOR_u10mi","CYOR u10mi",135.068,"Oxidative phosphorylation"
"RE3301C_1","Phospholipase D",5.49076725469655,"Glycerophospholipid metabolism"
"EX_glcr_e","D-Glucarate exchange",19.7900025557324,"Exchange/demand reaction"
"ORNt3m","Ornithine mitochondrial transport via proton antiport",-100,"Transport, mitochondrial"
"DRPA","Deoxyribose-phosphate aldolase",593.278292258931,"Pentose phosphate pathway"
"GDR","Glutathione-disulfide reductase",-546.011876199843,"Glutathione metabolism"
"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)",-1000,"Nucleotide interconversion"
"r2092","Major Facilitator(MFS) TCDB:2.A.1.13.1",-100,"Transport, extracellular"
"RE3010M","Carbonyl Reductase (NADPH)",-470.782778628378,"Eicosanoid metabolism"
"ACOAD9m","2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"FBA","Fructose-bisphosphate aldolase",248.703006621633,"Glycolysis/gluconeogenesis"
"UMPK7","UMP kinase (dGTP)",-253.390325898587,"Nucleotide interconversion"
"FVSitx","FVSitx",100,"Drug metabolism"
"MI3PP","1D-myo-Inositol 3-phosphate phosphohydrolase",3.9931762856998,"Inositol phosphate metabolism"
"r0173","(S)-Lactate:NAD+ oxidoreductase Glycolysis / Gluconeogenesis / Pyruvate metabolism EC:1.1.1.27",-752.063423244033,"Glycolysis/gluconeogenesis"
"r2080","Major Facilitator(MFS) TCDB:2.A.1.13.1",-100,"Transport, extracellular"
"RE0944E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"ALATA_L","L-alanine transaminase",-578.47214873838,"Glutamate metabolism"
"DCK1m","Deoxycytidine kinase, mitochondrial (ATP)",-702.447444284515,"Nucleotide interconversion"
"SK_ficytb5_c","Sink ficytb5[c]",1000,NA
"SK_pro__L_c","Sink pro L[c]",160.940259960184,"Exchange/demand reaction"
"CATm","Catalase",25.33767,"ROS detoxification"
"SK_5HPET_c","Sink for 5(S)-HPETE",-300,"Exchange/demand reaction"
"EX_h2o_e","H2O exchange",-100,"Exchange/demand reaction"
"TMDS","Thymidylate synthase",9.21748232008144,"Nucleotide interconversion"
"BALAtmr","Beta-alanine transport, mitochondria",483.634039346739,"Transport, mitochondrial"
"EX_gthrd_e","Reduced glutathione exchange",-100,"Exchange/demand reaction"
"r1116","ATP Exporter (ATP-E) TCDB:9.A.6.1.1",-100,"Transport, extracellular"
"HMR_3106","HMR 3106",-583.634039346739,"Transport, peroxisomal"
"r1648","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-47.8573143311889,"Transport, extracellular"
"EX_leuktrD4_e","Leukotriene D4 exchange",100,"Exchange/demand reaction"
"MTHFD2m","Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",294.687201876451,"Folate metabolism"
"EX_met__L_e","L-Methionine exchange",-26.2074994160503,"Exchange/demand reaction"
"EX_glc__D_e","D-Glucose exchange",100,"Exchange/demand reaction"
"EX_cgly_e","Cys-Gly exchange",-100,"Exchange/demand reaction"
"DNDPt5m","DATP transport via dTDP antiport",2.24210468608605,"Transport, mitochondrial"
"FOLt2_1","Folate Transport via Anion Antiport",-1000,"Transport, extracellular"
"GLCt4","Glucose transport via sodium symport",-897.005160603399,"Transport, extracellular"
"Ht","Proton diffusion",-1000,"Transport, extracellular"
"PYK2","Pyruvate kinase(2)",230.535571982414,"Glycolysis/gluconeogenesis"
"SK_focytb5_c","Sink focytb5[c]",-1000,NA
"HMR_0467","HMR 0467",-8.48560665129731,"Transport, endoplasmic reticular"
"PHETA1","Phenylalanine transaminase",-100,"Phenylalanine metabolism"
"COAtp","Coenzyme A transport, peroxisomal",466.421448584683,"Transport, peroxisomal"
"ETHAAL","Ethanolamine ammonia-lyase",35.938929112691,"Glycerophospholipid metabolism"
"H2O2tp","Hydrogen peroxide transport via diffusion, glyoxysome",-19.7900025557324,"Transport, peroxisomal"
"SK_glygn2_c","Sink glygn2[c]",-112.125645075425,"Exchange/demand reaction"
"GLYCLm","Glycine cleavage system  mitochondrial",-641.539377256795,"Transport, extracellular"
"SO4t4_2","Sulfate transport via sodium symport",100,"Transport, extracellular"
"EX_ins_e","Inosine exchange",-100,"Exchange/demand reaction"
"r1612","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-47.8573143311889,"Transport, extracellular"
"SK_Tyr_ggn_c","Sink for Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)",112.125645075425,"Exchange/demand reaction"
"HMR_7197","HMR 7197",481.016773444197,"O-glycan metabolism"
"NDPK8n","Nucleoside-diphosphate kinase (ATP:dADP), nuclear",-327.50745607675,"Nucleotide interconversion"
"OROTGLUt","Orotate-Glutamate Antiport",337.67,"Transport, extracellular"
"RE0452M","DTMP Kinase",2.24210468608605,"Pyrimidine synthesis"
"r1428","Free diffusion",-18.9599474099942,"Transport, peroxisomal"
"r0202","Sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase Glycerophospholipid metabolism EC:1.1.1.8",18.9599474099942,"Glycolysis/gluconeogenesis"
"EX_gly_e","Glycine exchange",100,"Exchange/demand reaction"
"CRNtp","Carnitine transport into peroxsiome",-483.634039346739,"Transport, peroxisomal"
"EX_itp_e","Exchange of ITP",100,"Exchange/demand reaction"
"DCYTtm","Deoxycytidine facilated transport in mitochondria",-702.447444284515,"Transport, mitochondrial"
"DHFR","Dihydrofolate reductase",9.21748232008144,"Folate metabolism"
"EX_CE2839_e","Maltodecaose exchange",100,"Exchange/demand reaction"
"r1117","Facilitated diffusion",9.21748232008144,"Transport, mitochondrial"
"CYStec","L-cysteine transport via diffusion (extracellular to cytosol)",100,"Transport, extracellular"
"METtec","L-methionine transport via diffusion (extracellular to cytosol)",26.2074994160503,"Transport, extracellular"
"r0822","Mitochondrial Carrier (MC) TCDB:2.A.29.2.2",576.135442534572,"Transport, mitochondrial"
"IMPtr","Transport of IMP",-78.4217762359402,"Transport, extracellular"
"VALTAim","Valine transaminase  mitochondiral",-944.723655628018,"Valine, leucine, and isoleucine metabolism"
"GLYtp","Glycine passive transport to peroxisome",136.748022555732,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"UPPRT","Uracil phosphoribosyltransferase",1000,"Pyrimidine synthesis"
"5MTHFt","5-Methyltetrahydrofolate transport via receptor binding and protolysis",97.0051606033992,"Transport, extracellular"
"CO2t","CO2 transporter via diffusion",-100,"Transport, extracellular"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"ILEtmi","Isoleucine transport from mitochondria to cytosol",68.7956749185571,"Transport, mitochondrial"
"DM_datp_m","DATP demand",2.24210468608605,"Exchange/demand reaction"
"VALTA","Valine transaminase",1000,"Valine, leucine, and isoleucine metabolism"
"DM_ach_c","DM ach[c]",583.634039346739,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"RE1807C","RE1807",166.78387750862,"Bile acid synthesis"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",136.748022555732,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",546.011876199843,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",-8.47900999999999,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-19.535431793676,"Propanoate metabolism"
"CLHCOtex","Chloride transport via bicarbonate countertransport",150,"Transport, extracellular"
"NADH2_u10mi","NADH2 u10mi",135.068,"Oxidative phosphorylation"
"NADHtpu","NADH transporter, peroxisome",633.103475834039,"Transport, peroxisomal"
"PPM2","Phosphopentomutase 2 (deoxyribose)",593.278292258931,"Pentose phosphate pathway"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",470.782778628378,"Miscellaneous"
"LACLt","Lactate transport",752.063423244033,"Transport, peroxisomal"
"NDPK4m","ATP:dTDP phosphotransferase, mitochondria",2.24210468608605,"Nucleotide interconversion"
"RE3273R_1","Phospholipase D",-8.48560665129731,"Phosphatidylinositol phosphate metabolism"
"10FTHFtm","10-Formyltetrahydrofolate mitochondrial transport via diffusion",-294.687201876451,"Transport, mitochondrial"
"XYLUR","Xylulose reductase",-1000,"Pentose phosphate pathway"
"SK_val__L_c","Sink val L[c]",-115.667590804397,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"EX_gluside_hs_e","Exchange/Demand Reaction",-2.99483939660076,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-641.539377256795,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"SK_thf_c","EX thf LPAREN c RPAREN",100,"Exchange/demand reaction"
"3MOPt2im","3-Methyl-2-oxopentanoate mitochondrial transport via proton symport",68.7956749185571,"Transport, mitochondrial"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"GLRASE","Glucuronolactone reductase",19.7900025557324,"Vitamin C metabolism"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-45.4228726530873,"Exchange/demand reaction"
"SUCOASm","Succinate  CoA ligase  ADP forming",-944.723655628018,"Citric acid cycle"
"AKR1C41","Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",724.670504264498,"Bile acid synthesis"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",752.063423244033,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"DCTPtn","DCTP diffusion in nucleus",282.139869766567,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"FOLOAT2tc","Folate Transport by Oats",100,"Transport, extracellular"
"INSTt2","Inositol transport in via proton symport",1000,"Transport, extracellular"
"MI3PS","1D-myo-inositol-3-phosphate lyase (isomerizing)",3.9931762856998,"Inositol phosphate metabolism"
"SK_ile__L_c","Sink ile L[c]",-48.9967782740909,"Exchange/demand reaction"
"PPCOAtm","Propanoyl-CoA transport, mitochondria",19.535431793676,"Transport, mitochondrial"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"Htx","H transporter, peroxisome",428.032142812935,"Transport, peroxisomal"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-21.4557039973937,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-641.539377256795,"Transport, mitochondrial"
"SRTNENT4tc","Serotonin Transport by Ent4",243.835,"Transport, extracellular"
"ADK3","Adentylate kinase (GTP)",992.118978906864,"Nucleotide interconversion"
"URIt2","Uridine transport in via proton symport",-190.571236350116,"Transport, extracellular"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",-131.586681878717,"Urea cycle"
"VALt5m","Valine reversible mitochondrial transport",-944.723655628018,"Transport, mitochondrial"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.49575658739942,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"PA_HSter","Phosphatidate scramblase",8.48560665129731,"Transport, endoplasmic reticular"
"LPCHOLt","Lysophosphatidylcholine Transport",21.4557039973937,"Transport, extracellular"
"EX_asn__L_e","L-Asparagine exchange",-47.8573143311889,"Exchange/demand reaction"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-101.411777106191,"Exchange/demand reaction"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",483.634039346739,"Propanoate metabolism"
"LEUKTRD4t","Leukotriene D4 transport",-100,"Transport, extracellular"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",21.4557039973937,"Exchange/demand reaction"
"RE0453M","Nucleoside-Diphosphate Kinase",-2.24210468608605,"Pyrimidine synthesis"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-29.4498249688954,"Glycerophospholipid metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-1000,"Transport, mitochondrial"
"INSTt4","Inositol transport via sodium symport",-1000,"Transport, extracellular"
"NTD5m","5'-nucleotidase (dTMP), mitochondrial",6.9753776339954,"Nucleotide interconversion"
"r1019","Postulated transport reaction",-136.748022555732,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"MTHFD","Methylenetetrahydrofolate dehydrogenase (NADP)",-294.687201876451,"Folate metabolism"
"CO2tp","CO2 peroxisomal transport",58.6062953810282,"Transport, peroxisomal"
"EX_imp_e","IMP exchange",78.4217762359402,"Exchange/demand reaction"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.49575658739942,"Glycerophospholipid metabolism"
"PEPCKm","Phosphoenolpyruvate carboxykinase (GTP)",230.535571982414,"Glycolysis/gluconeogenesis"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-61.5307103753168,"Exchange/demand reaction"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"CRMte","Ceramide Diffusion",2.99483939660076,"Sphingolipid metabolism"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"EX_trp__L_e","L-Tryptophan exchange",-2.27892788580406,"Exchange/demand reaction"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
"EX_orn_e","Ornithine exchange",-100,"Exchange/demand reaction"
"HMR_1095","HMR 1095",-109.169152025584,"Transport, nuclear"
"THMDt2","Thymidine transport in via proton symport",-6.9753776339954,"Transport, extracellular"
"ICDHym","Isocitrate dehydrogenase  NADP",-470.782778628378,"Citric acid cycle"
"r0840","Free diffusion",-73.0961686081281,"Transport, endoplasmic reticular"
"EX_maltpt_e","Maltopentaose exchange",100,"Exchange/demand reaction"
"H2Oter","H2O endoplasmic reticulum transport",-8.48560665129731,"Transport, endoplasmic reticular"
"SK_gln__L_c","Sink gln L[c]",-413.738899841559,"Exchange/demand reaction"
"EX_hco3_e","EX hco3 LPAREN e RPAREN",100,"Exchange/demand reaction"
"EX_akg_e","2-Oxoglutarate exchange",-100,"Exchange/demand reaction"
"DCMPtm","DCMPtm",-702.447444284515,"Transport, mitochondrial"
"CO2tm","CO2 transport  diffusion   mitochondrial",225.027743965711,"Transport, mitochondrial"
"EX_CE2838_e","Maltononaose exchange",-100,"Exchange/demand reaction"
"EX_ser__L_e","L-Serine exchange",-100,"Exchange/demand reaction"
"SK_phe__L_c","Sink phe L[c]",55.5610774975173,"Exchange/demand reaction"
"r2355","Organic anion transporter 5 Utilized transport",200,"Transport, extracellular"
"MALOAAtm","Dicarboxylate/tricarboxylate carrier (mal:oaa), mitochondrial",-992.310629889997,"Transport, mitochondrial"
"SK_his__L_c","Sink his L[c]",-21.6496436444422,"Exchange/demand reaction"
"AKGCITtm","Dicarboxylate/tricarboxylate carrier (akg:cit), mitochondrial",230.535571982414,"Transport, mitochondrial"
"r0841","Free diffusion",73.0961686081281,"Transport, endoplasmic reticular"
"HMR_7199","HMR 7199",481.016773444197,"Transport, lysosomal"
"ILETA","Isoleucine transaminase",68.7956749185571,"Valine, leucine, and isoleucine metabolism"
"PSSA2_hs","Phosphatidylserine synthase homo sapiens",35.938929112691,"Glycerophospholipid metabolism"
"SK_Ser_Gly_Ala_X_Gly_r","Sink Ser Gly Ala X Gly, Endoplasmic Reticulum",481.016773444197,"Exchange/demand reaction"
"GPDDACHOL","Glycerophosphocholine Phosphodiesterase",21.4557039973937,"Glycerophospholipid metabolism"
"CITt2r","Citrate reversible transport via symport",-383.958386015889,"Transport, extracellular"
"R03184_PLUS_R00647","R03184 PLUS R00647",-19.7900025557324,NA
"FOLt2","Folate transport via anion exchange",900,"Transport, extracellular"
"r0826","Transport reaction",8.48560665129731,"Transport, endoplasmic reticular"
"EX_ac_e","Acetate exchange",100,"Exchange/demand reaction"
"GLNtm","L-glutamine transport via electroneutral transporter",357.905337910056,"Transport, mitochondrial"
"PGLYCtm","Transport of Phosphatidylglycerol, Endoplasmatic Reticulum",2.49575658739942,"Transport, mitochondrial"
"DCYTD","Deoxycytidine deaminase",593.278292258931,"Pyrimidine catabolism"
"MLTHFtm","5,10-Methylenetetrahydrofolate transport from the cytosol to the mitochondria",936.226579133246,"Transport, mitochondrial"
"r0892","Facilitated diffusion",-100,"Transport, extracellular"
"EX_thymd_e","Thymidine exchange",6.97537763399541,"Exchange/demand reaction"
"PIt2r","Phosphate reversible transport via symport",-200,"Transport, extracellular"
"r2341","Organic anion transporter 5 Utilized transport",-100,"Transport, extracellular"
"5MTHFt2_1","5-Methyltetrahydrofolate Transport via Anion Exchange",-97.0051606033992,"Transport, extracellular"
"DCMPDA","DCMP deaminase",-91.2730369543018,"Pyrimidine catabolism"
"r1292","Postulated transport reaction",-19.535431793676,"Transport, peroxisomal"
"HIBDm","3-hydroxyisobutyrate dehydrogenase, mitochondrial",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"SK_dhcholestanate_c","Sink for 3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestanate",166.78387750862,"Exchange/demand reaction"
"r0839","Postulated transport reaction",-337.67,"Transport, extracellular"
"FUMtm","Fumarate transport, mitochondrial",-520.85909816259,"Transport, mitochondrial"
"RNTR3","Ribonucleoside triphosphate reductase  CTP",893.31427709678,"Nucleotide interconversion"
"SK_tyr__L_c","Sink tyr L[c]",-27.3469633589523,"Exchange/demand reaction"
"NH4tm","NH3 mitochondrial transport",1000,"Transport, mitochondrial"
"MLTHFte3","Transport by Folr into Extracellular Space",1000,"Transport, extracellular"
"DM_4abut_c","DM 4abut[c]",1000,"Exchange/demand reaction"
"URIDK2r","Uridylate kinase (dUMP)",-100.490519274383,"Nucleotide interconversion"
"r2320","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2",-200,"Transport, extracellular"
"MMMm","Methylmalonyl-CoA mutase",55.2763443719818,"Valine, leucine, and isoleucine metabolism"
"EX_utp_e","UTP exchange",-100,"Exchange/demand reaction"
"EX_M02451_e","EX M02451[e]",-100,"Exchange/demand reaction"
