"Reaction ID","Reaction Name","Flux","Subsystem"
"DHPM1","Dihydropyrimidinase (5,6-dihydrouracil)",483.657373975952,"Pyrimidine catabolism"
"EX_M01111_e","EX M01111[e]",100,"Exchange/demand reaction"
"PRPPS","Phosphoribosylpyrophosphate synthetase",1000,"Pentose phosphate pathway"
"EX_fvs_e","Exchange reaction for fluvastatin in intestinal lumen",-100,"Exchange/demand reaction"
"R00100","R01803",-421.040025992519,NA
"LDH_Lm","L-lactate dehydrogenase, mitochondria",824.716241943212,"Pyruvate metabolism"
"DATPtn","DATP diffusion in nucleus",2.25417274762697,"Transport, nuclear"
"DEOXFVShc","Formation of deoxy-fluvastatin-dinor",100,"Drug metabolism"
"PHPYRte","Transport of Phenylpyruvate via Proton Symport",100,"Transport, extracellular"
"AKGDm","2-oxoglutarate dehydrogenase",858.857735288816,"Citric acid cycle"
"GK1","Guanylate kinase (GMP:ATP)",7.86814526147731,"Nucleotide interconversion"
"HMR_8476","HMR 8476",618.338843610006,"Transport, nuclear"
"HMR_8579","Alpha-Amylase",100,"Starch and sucrose metabolism"
"PPM","Phosphopentomutase",890.371503647207,"Pentose phosphate pathway"
"BUTt","Butyrate transport (diffusion)",-16.7082885714286,"Transport, extracellular"
"TPI","Triose-phosphate isomerase",231.00617202805,"Glycolysis/gluconeogenesis"
"DUTCP","DUTP:cytidine 5'-phosphotransferase",-100,"Nucleotide interconversion"
"PGMT","Phosphoglucomutase",336.378770063766,"Glycolysis/gluconeogenesis"
"AMACR2p","Alpha-methylacyl-CoA racemase (reductase)",116.95802,"Bile acid synthesis"
"H2Ot","H2O transport via diffusion",1000,"Transport, extracellular"
"SSALxm","Succinate-semialdehyde:NAD+ oxidoreductase, mitochondria",-1000,"Glutamate metabolism"
"GSNt","Guanosine facilated transport in cytosol",-100,"Transport, extracellular"
"CSNATm","Carnitine O aceyltransferase  mitochondrial",-565.786152492844,"Fatty acid oxidation"
"RE0915E","Alpha-Amylase",-200,"Starch and sucrose metabolism"
"GCC2cm","Glycine cleavage complex  lipoamide   mitochondrial",152.699910872484,"Glycine, serine, alanine, and threonine metabolism"
"GLPASE2","Glycogen phosphorylase (amyls -> glc-D)",112.126256687922,"Starch and sucrose metabolism"
"O2St","Superoxide anion transport via diffusion (extracellular)",-100,"Transport, extracellular"
"DAGK_hs","Diacylglycerol phosphate kinase (homo sapiens)",2.98994649662484,"Glycerophospholipid metabolism"
"r1454","TCDB:2.A.1.13.5 TCDB:2.A.1.13.1",16.7082885714286,"Transport, mitochondrial"
"CLS_hs","Cardiolipin synthase (homo sapiens)",1.99341165833537,"Glycerophospholipid metabolism"
"CHAT","Choline O-acetyltransferase",665.786152492844,"Glycerophospholipid metabolism"
"LDH_D","D-lactate dehydrogenase",100,"Pyruvate metabolism"
