"Reaction ID","Reaction Name","Flux","Subsystem"
"VALTAim","Valine transaminase  mitochondiral",-940.95848365474,"Valine, leucine, and isoleucine metabolism"
"GLYtp","Glycine passive transport to peroxisome",20.2595577063504,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"UPPRT","Uracil phosphoribosyltransferase",900,"Pyrimidine synthesis"
"CO2t","CO2 transporter via diffusion",-196.919481864893,"Transport, extracellular"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",59.04151634526,"Valine, leucine, and isoleucine metabolism"
"BHBt","(R)-3-Hydroxybutanoate transport via H+ symport",-2.89422252947863,"Transport, extracellular"
"DM_datp_m","DATP demand",2.3062485935425,"Exchange/demand reaction"
"VALTA","Valine transaminase",1000,"Valine, leucine, and isoleucine metabolism"
"r1589","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-54.2897335900926,"Transport, extracellular"
"DM_ach_c","DM ach[c]",1000,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"RE1807C","RE1807",36.6152917077666,"Bile acid synthesis"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",20.2595577063504,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",545.897780794062,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",89.8702211468248,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-2.89422252947863,"Propanoate metabolism"
"EX_phe__L_e","L-Phenylalanine exchange",54.2897335900926,"Exchange/demand reaction"
"SK_stcoa_c","Sink stcoa[c]",-182.918482571183,"Exchange/demand reaction"
"PAIL45P_HStn","Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)",-21.3791391641585,"Transport, nuclear"
"NADH2_u10mi","NADH2 u10mi",34.3831110929823,"Oxidative phosphorylation"
"EX_na1_e","Sodium exchange",-100,"Exchange/demand reaction"
"AGPOP","DGTP:pyruvate 2-O-phosphotransferase, cytosol",37.697811852229,"Glycolysis/gluconeogenesis"
"G3PD1ir","Glycerol 3 phosphate dehydrogenase  NAD",2.56715716943711,"Glycerophospholipid metabolism"
"3HPVSTETCOAhcm","Beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",100,"Drug metabolism"
"NADHtpu","NADH transporter, peroxisome",614.283561265635,"Transport, peroxisomal"
"PPM2","Phosphopentomutase 2 (deoxyribose)",416.972171972052,"Pentose phosphate pathway"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",646.060729553945,"Miscellaneous"
"LACLt","Lactate transport",342.143216186049,"Transport, peroxisomal"
"NDPK4m","ATP:dTDP phosphotransferase, mitochondria",2.3062485935425,"Nucleotide interconversion"
"RE3273R_1","Phospholipase D",-30.1075087743535,"Phosphatidylinositol phosphate metabolism"
"10FTHFtm","10-Formyltetrahydrofolate mitochondrial transport via diffusion",-646.060729553945,"Transport, mitochondrial"
"EX_thf_e","5,6,7,8-Tetrahydrofolate exchange",100,"Exchange/demand reaction"
"SK_val__L_c","Sink val L[c]",-121.160483408375,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"PGPP_hs","Phosphatidylglycerol phosphate phosphatase (homo sapiens)",2.56715716943711,"Glycerophospholipid metabolism"
"EX_gluside_hs_e","Exchange/Demand Reaction",-3.08051813510688,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-872.137718567339,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"PDHm","Pyruvate dehydrogenase",63.6049626220907,"Glycolysis/gluconeogenesis"
"GLRASE","Glucuronolactone reductase",100,"Vitamin C metabolism"
"CITtam","Citrate transport  mitochondrial",-105.677092066684,"Transport, mitochondrial"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-46.722366186082,"Exchange/demand reaction"
"HMR_3859","(R)-Lactate:Ferricytochrome-C 2-Oxidoreductase",503.424444535088,"Pyruvate metabolism"
"SUCOASm","Succinate  CoA ligase  ADP forming",-740.95848365474,"Citric acid cycle"
"AKR1C41","Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",1000,"Bile acid synthesis"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",59.04151634526,"Valine, leucine, and isoleucine metabolism"
"MAL_Ltx","Transport reaction for malate",372.140345079585,"Transport, peroxisomal"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",342.143216186049,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"MI1PS","Myo Inositol 1 phosphate synthase",25.486555401149,"Inositol phosphate metabolism"
"DCTPtn","DCTP diffusion in nucleus",121.45727887645,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"ELAIDCPT1","Carnitine O-palmitoyltransferase",182.918482571183,"Fatty acid oxidation"
"SK_ile__L_c","Sink ile L[c]",-50.3985169309793,"Exchange/demand reaction"
"PPCOAtm","Propanoyl-CoA transport, mitochondria",2.89422252947863,"Transport, mitochondrial"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"r2535","Major Facilitator(MFS) TCDB:2.A.1.44.1",26.9572643256196,"Transport, extracellular"
"RPEc","Ribulose 5-Phosphate 3-Epimerase",12.1681276115581,"Pentose phosphate pathway"
"r1783","Y+LAT2 Utilized transport",54.2897335900926,"Transport, extracellular"
"Htx","H transporter, peroxisome",353.178575904987,"Transport, peroxisomal"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",59.04151634526,"Valine, leucine, and isoleucine metabolism"
"CYTD","Cytidine deaminase",36.5043828346745,"Pyrimidine catabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-353.939270446055,"Transport, mitochondrial"
"ADK3","Adentylate kinase (GTP)",1000,"Nucleotide interconversion"
"LEUt5m","Leucine mitochondrial transport",-691.39353080105,"Transport, mitochondrial"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",100,"Urea cycle"
"VALt5m","Valine reversible mitochondrial transport",-940.95848365474,"Transport, mitochondrial"
"3HPVSTETtev","Exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein",100,"Drug metabolism"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"DCTPD","DCTP deaminase",495.247514572223,"Pyrimidine synthesis"
"PA_HSter","Phosphatidate scramblase",30.1075087743535,"Transport, endoplasmic reticular"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-104.313045582219,"Exchange/demand reaction"
"INSt4","Inosine transport in via sodium symport",100,"Transport, extracellular"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"PItn","Phosphate transport, nuclear",-42.758278328317,"Transport, nuclear"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",453.476554806726,"Propanoate metabolism"
"r1606","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",26.9572643256196,"Transport, extracellular"
"NDPK9n","Nucleoside-diphosphate kinase (ATP:IDP), nuclear",-136.504382834674,"Nucleotide interconversion"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
