"Reaction ID","Reaction Name","Flux","Subsystem"
"SRTNt6_2_r","SRTNt6 LPAREN 2 RPAREN r",-168.835,"Transport, extracellular"
"PROt4","Na+/Proline-L symporter",100,"Transport, extracellular"
"SUCFUMtm","Succinate fumarate transport  mitochondrial",-1000,"Transport, mitochondrial"
"ALOX52","Arachidonate 5-lipoxygenase",300,"Eicosanoid metabolism"
"SK_mi145p_c","Demand for 1D-Myo-Inositol 1,4,5-Trisphosphate",13.8202965493037,"Exchange/demand reaction"
"r0191","UTP:D-fructose-6-phosphate 1-phosphotransferase EC:2.7.1.11",271.631325452178,"Fructose and mannose metabolism"
"SK_trp__L_c","Sink trp L[c]",-2.34485188747633,"Exchange/demand reaction"
"TALA","Transaldolase",0.855984310444038,"Pentose phosphate pathway"
"PEt","Phosphatidylethanolamine Transport",46.7368490853363,"Transport, extracellular"
"EX_co2_e","CO2 exchange",100,"Exchange/demand reaction"
"3MOBt2im","3-methyl-2-oxobutanoate mitochondrial transport via proton symport",36.5607830929325,"Transport, mitochondrial"
"DM_C02712_c","Demand for N-Acetylmethionine",1000,"Exchange/demand reaction"
"r1401","Facilitated diffusion",38.300860825321,"Fatty acid oxidation"
"SK_thr__L_c","Sink thr L[c]",-55.1038431305405,"Exchange/demand reaction"
"COAtr","COA transporter, endoplasmic reticulum",900,"Transport, endoplasmic reticular"
"r0555","Acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase Glycolysis / Gluconeogenesis / Alanine and aspartate metabolism / Pyruvate metabolism EC:2.3.1.12",62.3810077014935,"Miscellaneous"
"CHOLESTTDe","CHOLESTTDe vesicular transport",-3.59516934889557,"Transport, extracellular"
"SUCD1m","Succinate dehydrogenase",-236.560783092932,"Citric acid cycle"
"r1652","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-100,"Transport, extracellular"
"DHAPtm","Dihydroxyacetone phosphate transport  mitochondrial",250.385115378801,"Transport, mitochondrial"
"r1641","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",100,"Transport, extracellular"
"EX_chsterol_e","Cholesterol exchange",-3.59516934889557,"Exchange/demand reaction"
"DTTPtn","DTTP diffusion in nucleus",-914.134671713582,"Transport, nuclear"
"RNTR2","Ribonucleoside triphosphate reductase  GTP",1.74427656562759,"Nucleotide interconversion"
"GLUt6","Glutamate transport via Na, H symport and K antiport",337.67,"Transport, extracellular"
"LEUTA","Leucine transaminase",1000,"Valine, leucine, and isoleucine metabolism"
"DTMPKm","DTMP kinase in mitochondria",2.30696347955461,"Pyrimidine synthesis"
"HMR_7748","Alpha-D-Glucose 6-Phosphate Ketol-Isomerase",-269.91935683129,"Glycolysis/gluconeogenesis"
"NAt","Sodium transport (uniport)",1.1051179565253,"Transport, extracellular"
"ASCBt","L-ascorbate transport via facilitated diffusion",100,"Transport, extracellular"
"DHRT_ibcoa","Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase, Isobutyryl-CoA forming",36.5607830929325,"Valine, leucine, and isoleucine metabolism"
"DM_dctp_n","Demand for dCTP, Nuclear",367.250354313882,"Exchange/demand reaction"
"SK_HC01115_c","Sink HC01115[c]",1000,NA
"RE1804M","RE1804M",-604.572124827255,"Bile acid synthesis"
"r0385","3-methyl-2-oxobutanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating) EC:1.2.4.4",36.5607830929325,"Miscellaneous"
"DTDPtn","DTDP nuclear transport",916.441635193137,"Transport, nuclear"
"RE0453C","Nucleoside-Diphosphate Kinase",-914.134671713582,"Pyrimidine synthesis"
"L_LACDcm","L-Lactate dehydrogenase, cytosolic/mitochondrial",396.150019240378,"Pyruvate metabolism"
"r0784","Xylitol:NAD oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.15",-1000,"Pentose phosphate pathway"
"EX_mlthf_e","Exchange of 5,10-Methylenetetrahydrofolate",-100,"Exchange/demand reaction"
"NDPK1m","Nucleoside-diphosphate kinase (ATP:GDP), mitochondrial",-1000,"Nucleotide interconversion"
"DNDPt14m","DUDP transport via dTDP antiport",2.30696347955461,"Transport, mitochondrial"
"3HPVSTETCOAitm","3HPVSTETCOAitm",100,"Drug metabolism"
"HMR_1081","Leukotriene-C4 Synthase",200,"Leukotriene metabolism"
"DHFR2i","Dihydrofolate reductase (NAD+)",53.7708025311784,"Folate metabolism"
"SK_chol_c","Sink chol[c]",-1000,"Exchange/demand reaction"
"H2Otp","H2O transport  peroxisomal",69.1223121010896,"Transport, peroxisomal"
"PUNP7","Purine-nucleoside phosphorylase (Xanthosine)",-100,"Nucleotide interconversion"
"GHMT2r","Glycine hydroxymethyltransferase, reversible",574.368475761832,"Glycine, serine, alanine, and threonine metabolism"
"UPPN","B-ureidopropionase",461.017270647865,"Pyrimidine catabolism"
"EX_lac__D_e","D-lactate exchange",-100,"Exchange/demand reaction"
"EX_chol_e","Choline exchange",-30.301738854627,"Exchange/demand reaction"
"NDPK7n","Nucleoside-diphosphate kinase (ATP:dCDP), nuclear",-305.480545064379,"Nucleotide interconversion"
"56DURAtd","Transport of 5, 6-Dihydrouracil, Diffusion",-1000,"Transport, extracellular"
"RPE","Ribulose 5-phosphate 3-epimerase",1.71196862088808,"Pentose phosphate pathway"
"MALtm","Malate transport  mitochondrial",41.2692152403392,"Transport, mitochondrial"
"COAtim","CoA transporter  mitochondrial   irreversible",35.7277201670784,"Transport, mitochondrial"
"r2379","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",54.2812727629654,"Transport, mitochondrial"
"SK_met__L_c","Sink met L[c]",-1000,"Exchange/demand reaction"
"INSt2","Inosine transport in via proton symport",100,"Transport, extracellular"
"EX_h_e","H+ exchange",100,"Exchange/demand reaction"
"G3PD2","Glycerol-3-phosphate dehydrogenase (NADP)",-252.953068310133,"Glycerophospholipid metabolism"
"MALICITtm","Dicarboxylate/tricarboxylate carrier (mal:icit), mitochondrial",-1000,"Transport, mitochondrial"
"SK_asp__L_c","Sink asp L[c]",618.265524379918,"Exchange/demand reaction"
"PMTCOAtx","Fatty acid intracellular transport",-176.601721650642,"Transport, peroxisomal"
"SK_ala__L_c","Sink ala L[c]",636.1225678113,"Exchange/demand reaction"
"SK_xol7ah3_c","Sink for 5Beta-Cholestane-3Alpha, 7Alpha, 26-Triol",-8.86777239129972,"Exchange/demand reaction"
"3HPVSCOAitm","3HPVSCOAitm",-100,"Drug metabolism"
"O2tp","O2 transport glycosome",9.00599230384887,"Transport, peroxisomal"
"RNTR4","Ribonucleoside triphosphate reductase  UTP",-100,"Nucleotide interconversion"
"RE1530C","Thymidine Kinase",65.7572849964095,"Pyrimidine synthesis"
"r2372","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",1000,"Transport, mitochondrial"
"NADtx","Nad transport, glycosomal",1000,"Transport, peroxisomal"
"H2Otm","H2O transport  mitochondrial",-1000,"Transport, mitochondrial"
"GBA2e","Beta-Glucosidase, Plasma Membrane (Gba2)",3.08147302753728,"Sphingolipid metabolism"
