"Reaction ID","Reaction Name","Flux","Subsystem"
"ABTArm","4-aminobutyrate transaminase, reversible (mitochondrial)",-1000,"Glutamate metabolism"
"GGTAe2","Gamma glutamyltransferase",-100,"Glutathione metabolism"
"FUMm","Fumarase  mitochondrial",568.712630764582,"Citric acid cycle"
"FUM","Fumarase",-849.102570515702,"Citric acid cycle"
"APAT2rm","3-Aminopropanoate:2-oxoglutarate aminotransferase (m)",437.404158069158,"Beta-Alanine metabolism"
"RE0926E","Alpha-Amylase",-300,"Starch and sucrose metabolism"
"MLTHFte2","Transport by Rfc into Extracellular Space",-100,"Transport, extracellular"
"EX_phpyr_e","Exchange of Phenylpyruvate",-100,"Exchange/demand reaction"
"EX_o2s_e","Superoxide anion exchange",-100,"Exchange/demand reaction"
"GLUt2m","Amino acid transporter (glu-L), mitochondrial",757.506423260015,"Transport, mitochondrial"
"GMPR","GMP reductase",-7.70818454563573,"Nucleotide interconversion"
"TKT2","Transketolase",145.801386023052,"Pentose phosphate pathway"
"r0739","Alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1",-621.173374380461,"Bile acid synthesis"
"HCO3Em","HCO3 equilibration reaction",358.622497139417,"Miscellaneous"
"EX_malthp_e","EX malthp LPAREN e RPAREN",100,"Exchange/demand reaction"
"RE0935E","Alpha-Amylase",-200,"Starch and sucrose metabolism"
"CDSm","Phosphatidate cytidylyltransferase",94.0750084237933,"Glycerophospholipid metabolism"
"HEX1","Hexokinase (D-glucose:ATP)",74.8103999769016,"Glycolysis/gluconeogenesis"
"DEOXFVStev","Exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine",100,"Drug metabolism"
"CYTK7","Cytidylate kinase (CMP,UTP)",-114.045764593773,"Nucleotide interconversion"
"CDIPTr","Phosphatidylinositol synthase (Homo sapiens)",89.6811003366039,"Glycerophospholipid metabolism"
"SK_cmpglna_c","Sink cmpglna[c]",-656.670850354636,NA
"RNDR1","Ribonucleoside-diphosphate reductase (ADP)",4.40127872980615,"Nucleotide interconversion"
"NDPK8","Nucleoside-diphosphate kinase (ATP:dADP)",-74.406364843797,"Nucleotide interconversion"
"P5CR","Pyrroline-5-carboxylate reductase",32.8195163086196,"Arginine and proline metabolism"
"FOLt","Folate transport via proton simport",1000,"Transport, extracellular"
"INSt","Inosine transport (diffusion)",100,"Transport, extracellular"
"UMPK","UMP kinase",-1000,"Nucleotide interconversion"
"RDH2","Retinol dehydrogenase (9-cis,NADH)",-1000,"Vitamin A metabolism"
"PI45PLC","Phosphatidylinositol 4,5-bisphosphate phospholipase C",302.544201269606,"Inositol phosphate metabolism"
"BAAT3x","Bile acid Coenzyme A: amino acid N-acyltransferase",14.899093190289,"Bile acid synthesis"
"URIt","Uridine facilated transport in cytosol",-100,"Transport, extracellular"
"CYTDt","Cytidine facilated transport in cytosol",-100,"Transport, extracellular"
"HCO3E","HCO3 equilibration reaction",100,"Miscellaneous"
"DEOXFVSitx","DEOXFVSitx",-100,"Drug metabolism"
"RDH2a","Retinol dehydrogenase (9-cis,NADPH)",1000,"Vitamin A metabolism"
"ACRNtm","O acetylcarnintine transport into mitochondria via diffusion",-900,"Transport, mitochondrial"
"PYNP2r","Pyrimidine-nucleoside phosphorylase (uracil)",1000,"Pyrimidine catabolism"
"r0426","Isocitrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.3",895.838364006463,"Miscellaneous"
"MI1PP","Myo-inositol 1-phosphatase",306.449804283439,"Inositol phosphate metabolism"
"SPODMm","Superoxide dismutase",51.1255666666667,"ROS detoxification"
"CYTK14","Cytidylate kinase (dCMP,UTP)",-448.550077337069,"Nucleotide interconversion"
"ENO","Enolase",1000,"Glycolysis/gluconeogenesis"
"AMPDA","Adenosine monophosphate deaminase",86.6031869857081,"Nucleotide interconversion"
"THFt2_1","Tetrahydrofolate Transport via Anion Antiport",-100,"Transport, extracellular"
"4ABUTtm","4 aminobutanoate mitochondrial transport via diffusion",-1000,"Transport, mitochondrial"
"THYMDtm","Thymd transport",-100,"Transport, mitochondrial"
"DUTUP","DUTP:uridine 5'-phosphotransferase",-1000,"Nucleotide interconversion"
"PYRt2p","Pyruvate peroxisomal transport via proton symport",821.218339070259,"D-alanine metabolism"
"EX_2hb_e","2 Hydroxybutyrate exchange",2.128441884327,"Exchange/demand reaction"
"RE0958E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"NDPK4","Nucleoside-diphosphate kinase (ATP:dTDP)",3.28940053961477,"Nucleotide interconversion"
"PGK","Phosphoglycerate kinase",-1000,"Glycolysis/gluconeogenesis"
"GLDBRAN","Glycogen debranching enzyme",121.485154949397,"Starch and sucrose metabolism"
"ARGt5r","ARGtiDF",-5.96041036515044,"Transport, extracellular"
"NDPK2","Nucleoside-diphosphate kinase (ATP:UDP)",-1000,"Nucleotide interconversion"
"r2105","Major Facilitator(MFS) TCDB:2.A.1.13.1",100,"Transport, extracellular"
"r0954","MCT 1 Transport reaction",-150.915223681982,"Transport, peroxisomal"
"r2114","Major Facilitator(MFS) TCDB:2.A.1.13.1",69.0108738398359,"Transport, extracellular"
"R04215","CTP:N-glycoloylneuraminate cytidylyltransferase",-656.670850354636,"Aminosugar metabolism"
"CYTK8","Cytidylate kinase (CMP,dATP)",-79.9041104201414,"Nucleotide interconversion"
"EX_oh1_e","OH1 Exchange",-100,"Exchange/demand reaction"
"SCP2x_1","Peroxisomal Thiolase 2",2.12844188432701,"Bile acid synthesis"
"PGI","Glucose-6-phosphate isomerase",86.7170463538541,"Glycolysis/gluconeogenesis"
"NDPK7","Nucleoside-diphosphate kinase (ATP:dCDP)",-448.550077337069,"Nucleotide interconversion"
"EX_idp_e","IDP exchange",-100,"Exchange/demand reaction"
"r0317","Citrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.4",-895.838364006463,"Miscellaneous"
"ORNTArm","L-Ornithine:2-oxo-acid aminotransferase",-5.96041036515044,"Urea cycle"
"BIOMASS_reaction","Generic Human Biomass Reaction",167.514604925255,NA
"ALDD2x","Aldehyde dehydrogenase (acetaldehyde, NAD)",35.1507621537007,"Glycolysis/gluconeogenesis"
"RE2640C","N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase",-1000,"Methionine and cysteine metabolism"
"RPI","Ribose-5-phosphate isomerase",291.602772046105,"Pentose phosphate pathway"
"PFK","Phosphofructokinase",378.319818399959,"Glycolysis/gluconeogenesis"
"LPASE","Lysophospholipase",100,"Glycerophospholipid metabolism"
"DGCHOLtx","Bile acid intracellular transport",14.899093190289,"Transport, peroxisomal"
"EX_deoxfvs_e","Exchange reaction for deoxy-fluvastatin-dinor in hepatic vein",100,"Exchange/demand reaction"
"CYTK1m","Cytidylate kinase (CMP),mitochondrial",94.0750084237933,"Nucleotide interconversion"
"ADK1","Adenylate kinase",475.992654945134,"Nucleotide interconversion"
"TKT1","Transketolase",145.801386023052,"Pentose phosphate pathway"
"r0797","Glycine N-choloyltransferase EC:2.3.1.65",-14.899093190289,"Bile acid synthesis"
"GDHm","Glutamate dehydrogenase, mitochondria",-405.96041036515,"Glutamate metabolism"
"r0181","ITP Diphosphohydrolase",-100,"Purine catabolism"
"PGM","Phosphoglycerate mutase",-1000,"Glycolysis/gluconeogenesis"
"ASPTA","Aspartate transaminase",-974.07092139476,"Alanine and aspartate metabolism"
"r0688","3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestan-26-Al:NAD+ Oxidoreductase Bile Acid Biosynthesis",-621.173374380461,"Bile acid synthesis"
"DGTPtn","DGTP diffusion in nucleus",1.65805955955018,"Transport, nuclear"
"CYOR_u10mi","CYOR u10mi",225.113333333333,"Oxidative phosphorylation"
"NDPK3","Nucleoside-diphosphate kinase (ATP:CDP)",-200,"Nucleotide interconversion"
"RE3301C_1","Phospholipase D",5.37035071929872,"Glycerophospholipid metabolism"
"ORNt3m","Ornithine mitochondrial transport via proton antiport",5.96041036515044,"Transport, mitochondrial"
"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)",-947.717864779801,"Nucleotide interconversion"
"r2092","Major Facilitator(MFS) TCDB:2.A.1.13.1",2.128441884327,"Transport, extracellular"
"r2123","Major Facilitator(MFS) TCDB:2.A.1.13.1",-66.8824319555089,"Transport, extracellular"
"RE3010M","Carbonyl Reductase (NADPH)",-895.838364006463,"Eicosanoid metabolism"
"r1668","Y+LAT2 Utilized transport",5.96041036515044,"Transport, extracellular"
"ACOAD9m","2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming",518.867546560831,"Valine, leucine, and isoleucine metabolism"
"FBA","Fructose-bisphosphate aldolase",378.319818399959,"Glycolysis/gluconeogenesis"
"UMPK7","UMP kinase (dGTP)",562.595841930842,"Nucleotide interconversion"
"FVSitx","FVSitx",100,"Drug metabolism"
"r0173","(S)-Lactate:NAD+ oxidoreductase Glycolysis / Gluconeogenesis / Pyruvate metabolism EC:1.1.1.27",-821.218339070259,"Glycolysis/gluconeogenesis"
"RE0944E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"ALATA_L","L-alanine transaminase",-278.781660929741,"Glutamate metabolism"
"DCK1m","Deoxycytidine kinase, mitochondrial (ATP)",-583.567462161917,"Nucleotide interconversion"
"RE1448N_1","Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",-302.544201269606,"Phosphatidylinositol phosphate metabolism"
"SK_ficytb5_c","Sink ficytb5[c]",1000,NA
"SK_pro__L_c","Sink pro L[c]",-36.2775779893693,"Exchange/demand reaction"
"CATm","Catalase",32.2449200715221,"ROS detoxification"
"SK_5HPET_c","Sink for 5(S)-HPETE",-300,"Exchange/demand reaction"
"EX_h2o_e","H2O exchange",-100,"Exchange/demand reaction"
"TMDS","Thymidylate synthase",102.192933693076,"Nucleotide interconversion"
"BALAtmr","Beta-alanine transport, mitochondria",437.404158069158,"Transport, mitochondrial"
"EX_gthrd_e","Reduced glutathione exchange",-100,"Exchange/demand reaction"
"H2Otn","H2O transport  nuclear",21.5209403772956,"Transport, nuclear"
"PCHOL_HStg","Phosphatidylcholine scramblase",2.92916038172301,"Transport, golgi apparatus"
"r1116","ATP Exporter (ATP-E) TCDB:9.A.6.1.1",-100,"Transport, extracellular"
"PIt9","Phosphate transport in/out via two Na+ symporter",-200,"Transport, extracellular"
"MDHm","Malate dehydrogenase  mitochondrial",-541.81675987624,"Citric acid cycle"
"r0836","Mitochondrial Carrier (MC) TCDB:2.A.29.2.2",-25.9290786052404,"Transport, mitochondrial"
"HMR_3106","HMR 3106",-100,"Transport, peroxisomal"
"EX_leuktrD4_e","Leukotriene D4 exchange",100,"Exchange/demand reaction"
"EX_met__L_e","L-Methionine exchange",-25.6327498164527,"Exchange/demand reaction"
"EX_ca2_e","name",-100,"Exchange/demand reaction"
"EX_glc__D_e","D-Glucose exchange",100,"Exchange/demand reaction"
"EX_cgly_e","Cys-Gly exchange",-100,"Exchange/demand reaction"
"DURItn","Deoxyuridine  transport in nucleus",-583.567462161917,"Transport, nuclear"
"GBA","Glucosylceramidase",2.92916038172301,"Sphingolipid metabolism"
"PPAtr","Propionate transport, diffusion",66.8824319555089,"Transport, extracellular"
"DNDPt5m","DATP transport via dTDP antiport",3.28940053961477,"Transport, mitochondrial"
"FOLt2_1","Folate Transport via Anion Antiport",-1000,"Transport, extracellular"
"DAG_HStg","Diacylglycerol Golgi Export",2.92916038172301,"Transport, golgi apparatus"
"GLCt4","Glucose transport via sodium symport",-756.165,"Transport, extracellular"
"Ht","Proton diffusion",-1000,"Transport, extracellular"
"SK_focytb5_c","Sink focytb5[c]",-1000,NA
"r2420","Mitochondrial Carrier (MC) TCDB:2.A.29.2.7",-622.145618891733,"Transport, mitochondrial"
"HMR_0467","HMR 0467",-216.768703946835,"Transport, endoplasmic reticular"
"PHETA1","Phenylalanine transaminase",-100,"Phenylalanine metabolism"
"COAtp","Coenzyme A transport, peroxisomal",-63.6858749879439,"Transport, peroxisomal"
"ETHAAL","Ethanolamine ammonia-lyase",35.1507621537007,"Glycerophospholipid metabolism"
"MDHp","Malate dehydrogenase  peroxisomal",261.42682012512,"Citric acid cycle"
"SK_asn__L_c","Sink asn L[c]",-146.807768481239,"Exchange/demand reaction"
"SK_glygn2_c","Sink glygn2[c]",-121.485154949397,"Exchange/demand reaction"
"GLYCLm","Glycine cleavage system  mitochondrial",-594.03958963485,"Transport, extracellular"
"EX_ins_e","Inosine exchange",-100,"Exchange/demand reaction"
"SK_Tyr_ggn_c","Sink for Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)",121.485154949397,"Exchange/demand reaction"
"HMR_7197","HMR 7197",437.037363741679,"O-glycan metabolism"
"OROTGLUt","Orotate-Glutamate Antiport",337.67,"Transport, extracellular"
"RE0452M","DTMP Kinase",2.19293369307651,"Pyrimidine synthesis"
"PPItm","Diphopshate transporter, mitochondrial",-94.0750084237933,"Transport, mitochondrial"
"EX_gly_e","Glycine exchange",100,"Exchange/demand reaction"
"EX_itp_e","Exchange of ITP",100,"Exchange/demand reaction"
"DCYTtm","Deoxycytidine facilated transport in mitochondria",-583.567462161917,"Transport, mitochondrial"
"FADH2ETC","Complex II reaction for respiratory chain",225.113333333333,"Oxidative phosphorylation"
"DHFR","Dihydrofolate reductase",102.192933693076,"Folate metabolism"
"EX_CE2839_e","Maltodecaose exchange",100,"Exchange/demand reaction"
"r1117","Facilitated diffusion",102.192933693076,"Transport, mitochondrial"
"r1600","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",25.6327498164527,"Transport, extracellular"
"r0822","Mitochondrial Carrier (MC) TCDB:2.A.29.2.2",-150.897429484298,"Transport, mitochondrial"
"IMPtr","Transport of IMP",-78.8950024400724,"Transport, extracellular"
"VALTAim","Valine transaminase  mitochondiral",-481.132453439169,"Valine, leucine, and isoleucine metabolism"
"GLYtp","Glycine passive transport to peroxisome",14.899093190289,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"NH4tn","Ammonia nuclear transport",-583.567462161917,"Transport, nuclear"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"GLCt2_2","D-glucose transport in via proton symport",-143.835,"Transport, extracellular"
"UPPRT","Uracil phosphoribosyltransferase",562.595841930842,"Pyrimidine synthesis"
"HMR_1325","HMR 1325",325.457631592645,"Eicosanoid metabolism"
"CO2t","CO2 transporter via diffusion",-100,"Transport, extracellular"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",518.867546560831,"Valine, leucine, and isoleucine metabolism"
"ILEtmi","Isoleucine transport from mitochondria to cytosol",74.9982012162334,"Transport, mitochondrial"
"DM_datp_m","DATP demand",2.19293369307651,"Exchange/demand reaction"
"VALTA","Valine transaminase",1000,"Valine, leucine, and isoleucine metabolism"
"DM_ach_c","DM ach[c]",1000,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"DNDPt16m","DUDP transport via dADP antiport",1.09646684653826,"Transport, mitochondrial"
"DCYTDn","Deoxycytidine deaminase, nuclear",583.567462161917,"Nucleotide interconversion"
"CERT1gt","Ceramide transport protein",2.92916038172301,"Transport, golgi apparatus"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",14.899093190289,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",546.099338667013,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",42.5504534048555,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-2.128441884327,"Propanoate metabolism"
"EX_phe__L_e","L-Phenylalanine exchange",25.6327498164527,"Exchange/demand reaction"
"CLHCOtex","Chloride transport via bicarbonate countertransport",150,"Transport, extracellular"
"PAIL45P_HStn","Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)",-302.544201269606,"Transport, nuclear"
"EX_na1_e","Sodium exchange",-100,"Exchange/demand reaction"
"AGPOP","DGTP:pyruvate 2-O-phosphotransferase, cytosol",564.253901490393,"Glycolysis/gluconeogenesis"
"G3PD1ir","Glycerol 3 phosphate dehydrogenase  NAD",-97.5589771770292,"Glycerophospholipid metabolism"
"NADHtpu","NADH transporter, peroxisome",459.791518945139,"Transport, peroxisomal"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",895.838364006463,"Miscellaneous"
"LACLt","Lactate transport",821.218339070259,"Transport, peroxisomal"
"RE3273R_1","Phospholipase D",-216.768703946835,"Phosphatidylinositol phosphate metabolism"
"r2376","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",622.145618891733,"Transport, mitochondrial"
"EX_thf_e","5,6,7,8-Tetrahydrofolate exchange",100,"Exchange/demand reaction"
"SK_val__L_c","Sink val L[c]",-577.934368859711,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"PA_HStm","Transport of Phosphatidate, Mitochondrial",94.0750084237933,"Transport, mitochondrial"
"EX_gluside_hs_e","Exchange/Demand Reaction",-2.92916038172301,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-594.03958963485,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"3MOPt2im","3-Methyl-2-oxopentanoate mitochondrial transport via proton symport",74.9982012162334,"Transport, mitochondrial"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-44.4267158868318,"Exchange/demand reaction"
"HMGCOARx","Hydroxymethylglutaryl CoA reductase (ir)",150.915223681982,"Cholesterol metabolism"
"SUCOASm","Succinate  CoA ligase  ADP forming",-719.61006024888,"Citric acid cycle"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",518.867546560831,"Valine, leucine, and isoleucine metabolism"
"MALSO3tm","Malate:sulfite antiport, mitochondrial",25.9290786052404,"Transport, mitochondrial"
"MAL_Ltx","Transport reaction for malate",-261.42682012512,"Transport, peroxisomal"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",821.218339070259,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"MI1PS","Myo Inositol 1 phosphate synthase",306.449804283439,"Inositol phosphate metabolism"
"DCTPtn","DCTP diffusion in nucleus",1.58167289970425,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"SK_ile__L_c","Sink ile L[c]",-47.9222431478071,"Exchange/demand reaction"
"PPCOAtm","Propanoyl-CoA transport, mitochondria",902.128441884327,"Transport, mitochondrial"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"r0834","Mitochondrial Carrier (MC) TCDB:2.A.29.2.2",25.9290786052404,"Transport, mitochondrial"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"SRTNtu","Serotonin uniport",368.835,"Transport, extracellular"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-100,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",518.867546560831,"Valine, leucine, and isoleucine metabolism"
"CYTD","Cytidine deaminase",100,"Pyrimidine catabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-594.03958963485,"Transport, mitochondrial"
"CYTDK2m","Cytidine kinase (ATP), mitochondrial",94.0750084237933,"Nucleotide interconversion"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",-38.7799266737701,"Urea cycle"
"VALt5m","Valine reversible mitochondrial transport",-481.132453439169,"Transport, mitochondrial"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.44102282297082,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"PA_HSter","Phosphatidate scramblase",216.768703946835,"Transport, endoplasmic reticular"
"LPCHOLt","Lysophosphatidylcholine Transport",100,"Transport, extracellular"
"EX_asn__L_e","L-Asparagine exchange",100,"Exchange/demand reaction"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-99.1877427807125,"Exchange/demand reaction"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"PItn","Phosphate transport, nuclear",-605.088402539213,"Transport, nuclear"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",437.404158069158,"Propanoate metabolism"
"LEUKTRD4t","Leukotriene D4 transport",-100,"Transport, extracellular"
"CYSPHELAT2tc","Transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",25.6327498164527,"Transport, extracellular"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",100,"Exchange/demand reaction"
"RE0453M","Nucleoside-Diphosphate Kinase",-1.09646684653826,"Pyrimidine synthesis"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-28.8039688022927,"Glycerophospholipid metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-895.838364006463,"Transport, mitochondrial"
"NTD5m","5'-nucleotidase (dTMP), mitochondrial",100,"Nucleotide interconversion"
"r1019","Postulated transport reaction",-14.899093190289,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"RE2605C","RE2605C",100,"Purine catabolism"
"CO2tp","CO2 peroxisomal transport",6.38532565298102,"Transport, peroxisomal"
"EX_imp_e","IMP exchange",78.8950024400724,"Exchange/demand reaction"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.44102282297082,"Glycerophospholipid metabolism"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-60.1812969654472,"Exchange/demand reaction"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"RE1447N_1","Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",-302.544201269606,"Phosphatidylinositol phosphate metabolism"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"DM_na1_c","Sink na1",100,"Exchange/demand reaction"
"CYTDtm","Cytidine facilated transport in mitochondria",94.0750084237933,"Transport, mitochondrial"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
"EX_orn_e","Ornithine exchange",5.96041036515044,"Exchange/demand reaction"
"HMR_1095","HMR 1095",583.567462161917,"Transport, nuclear"
"PYK","Pyruvate kinase",435.746098509607,"Glycolysis/gluconeogenesis"
"THMDt2","Thymidine transport in via proton symport",-100,"Transport, extracellular"
