"Reaction ID","Reaction Name","Flux","Subsystem"
"GLPASE1","Glycogen phosphorylase (glygn2 -> dxtrn)",112.12446400425,"Starch and sucrose metabolism"
"GAPD","Glyceraldehyde-3-phosphate dehydrogenase",1000,"Glycolysis/gluconeogenesis"
"D_LACt2","D lactate transport via proton symport",100,"Transport, extracellular"
"PGPPT","Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase",2.50363057534976,"Glycerophospholipid metabolism"
"ACRNtp","Acetylcarnitine transport out of peroxisome",-483.401546833067,"Transport, peroxisomal"
"2HBO","2 HydroxybutyrateNAD oxidoreductase",-21.6534592358836,"Propanoate metabolism"
"RE3273C_1","Phospholipase D",-8.51237831839857,"Phosphatidylinositol phosphate metabolism"
"MTHFDm","Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial",357.385837587233,"Folate metabolism"
"TRDR","Thioredoxin reductase (NADPH)",1000,"Nucleotide interconversion"
"DURAD","Dihydrouracil dehydrogenase (NADP)",-483.401546833067,"Pyrimidine catabolism"
"r0641","(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Arachidonic acid metabolism EC:2.3.2.2",97.3837856139369,"Fatty acid oxidation"
"PCm","Pyruvate carboxylase",779.002495712147,"Pyruvate metabolism"
"ABTArm","4-aminobutyrate transaminase, reversible (mitochondrial)",-1000,"Glutamate metabolism"
"GGTAe2","Gamma glutamyltransferase",-100,"Glutathione metabolism"
"ACALDtm","Acetaldehyde mitochondrial diffusion",-531.377719945853,"Transport, mitochondrial"
"MTHFC","Methenyltetrahydrofolate cyclohydrolase",-357.385837587233,"Folate metabolism"
"FUM","Fumarase",-18.7875471549161,"Citric acid cycle"
"GLCt1","Glucose transport  uniport",-900,"Transport, extracellular"
"APAT2rm","3-Aminopropanoate:2-oxoglutarate aminotransferase (m)",483.401546833067,"Beta-Alanine metabolism"
"RE0926E","Alpha-Amylase",-300,"Starch and sucrose metabolism"
"EX_phpyr_e","Exchange of Phenylpyruvate",-100,"Exchange/demand reaction"
"EX_o2s_e","Superoxide anion exchange",-100,"Exchange/demand reaction"
"GLUt2m","Amino acid transporter (glu-L), mitochondrial",534.515887641082,"Transport, mitochondrial"
"GMPR","GMP reductase",-7.90588532286024,"Nucleotide interconversion"
"TKT2","Transketolase",-37.3079528218465,"Pentose phosphate pathway"
"r0739","Alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1",194.553113154301,"Bile acid synthesis"
"HCO3Em","HCO3 equilibration reaction",779.002495712147,"Miscellaneous"
"EX_malthp_e","EX malthp LPAREN e RPAREN",100,"Exchange/demand reaction"
"RE0935E","Alpha-Amylase",-200,"Starch and sucrose metabolism"
"4MOPt2im","4-methyl-2-oxopentanoate mitochondrial transport  via proton symport",1000,"Transport, mitochondrial"
"DEOXFVStev","Exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine",100,"Drug metabolism"
"DURIPP","Deoxyuridine phosphorylase",595.325405298607,"Nucleotide interconversion"
"ALDD2xm","Aldehyde dehydrogenase  acetylaldehyde  NAD   mitochondrial",531.377719945853,"Glycolysis/gluconeogenesis"
"CDIPTr","Phosphatidylinositol synthase (Homo sapiens)",-4.50660376004833,"Glycerophospholipid metabolism"
"SK_cmpglna_c","Sink cmpglna[c]",-1000,NA
"RNDR1","Ribonucleoside-diphosphate reductase (ADP)",2.26498503121326,"Nucleotide interconversion"
"P5CR","Pyrroline-5-carboxylate reductase",259.252143161965,"Arginine and proline metabolism"
"ORNt","Ornithine transport via diffusion",100,"Transport, extracellular"
"UMPK","UMP kinase",-578.735836201294,"Nucleotide interconversion"
"RDH2","Retinol dehydrogenase (9-cis,NADH)",-446.134348391871,"Vitamin A metabolism"
"BAAT3x","Bile acid Coenzyme A: amino acid N-acyltransferase",151.574214651185,"Bile acid synthesis"
"URIt","Uridine facilated transport in cytosol",-100,"Transport, extracellular"
"CYTDt","Cytidine facilated transport in cytosol",-100,"Transport, extracellular"
"HCO3E","HCO3 equilibration reaction",100,"Miscellaneous"
"LNLNCGCRNt","Transport into the mitochondria (carnitine)",21.6534592358836,"Fatty acid oxidation"
"DEOXFVSitx","DEOXFVSitx",-100,"Drug metabolism"
"ALDD2y","Aldehyde dehydrogenase (acetaldehyde, NADP)",100,"Glycolysis/gluconeogenesis"
"RDH2a","Retinol dehydrogenase (9-cis,NADPH)",446.134348391871,"Vitamin A metabolism"
"CITtbm","Citrate transport  mitochondrial",228.837228611378,"Transport, mitochondrial"
"GLACO","D-Glucuronolactone:NAD+ oxidoreductase",36.642214651185,"Vitamin C metabolism"
"PYNP2r","Pyrimidine-nucleoside phosphorylase (uracil)",888.076141534461,"Pyrimidine catabolism"
"URIK2","Uridine kinase (GTP:Uridine)",11.9238584655394,"Purine synthesis"
"MTHFCm","Methenyltetrahydrifikate cyclohydrolase  mitochondrial",357.385837587233,"Folate metabolism"
"r0426","Isocitrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.3",468.622280054147,"Miscellaneous"
"DASCBR_1","Dehydroascorbate Reductase",36.642214651185,"Vitamin C metabolism"
"SPODMm","Superoxide dismutase",50,"ROS detoxification"
"r1822","Y+LAT2 Utilized transport",200,"Transport, extracellular"
"r2516","Major Facilitator(MFS) TCDB:2.A.1.13.1",100,"Transport, peroxisomal"
"ENO","Enolase",1000,"Glycolysis/gluconeogenesis"
"AMPDA","Adenosine monophosphate deaminase",88.508761750541,"Nucleotide interconversion"
"THFt2_1","Tetrahydrofolate Transport via Anion Antiport",-100,"Transport, extracellular"
"4ABUTtm","4 aminobutanoate mitochondrial transport via diffusion",-1000,"Transport, mitochondrial"
"THYMDtm","Thymd transport",-5.10992363170564,"Transport, mitochondrial"
"DUTUP","DUTP:uridine 5'-phosphotransferase",-1000,"Nucleotide interconversion"
"PYRt2p","Pyruvate peroxisomal transport via proton symport",100,"D-alanine metabolism"
"EX_2hb_e","2 Hydroxybutyrate exchange",21.6534592358836,"Exchange/demand reaction"
"RE0958E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"CSNATp","Carnitine O acetyltransferase  reverse direction  peroxisomal",-483.401546833067,"Fatty acid oxidation"
"NDPK4","Nucleoside-diphosphate kinase (ATP:dTDP)",2.24917841489869,"Nucleotide interconversion"
"PGK","Phosphoglycerate kinase",-1000,"Glycolysis/gluconeogenesis"
"GLDBRAN","Glycogen debranching enzyme",112.12446400425,"Starch and sucrose metabolism"
"RNDR4","Ribonucleoside-diphosphate reductase (UDP)",1000,"Nucleotide interconversion"
"AKGMALtm","Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",-696.570825685498,"Transport, mitochondrial"
"NDPK2","Nucleoside-diphosphate kinase (ATP:UDP)",-1000,"Nucleotide interconversion"
"R04215","CTP:N-glycoloylneuraminate cytidylyltransferase",-1000,"Aminosugar metabolism"
"EX_dhf_e","7,8-Dihydrofolate exchange",25,"Exchange/demand reaction"
"CYTK13","Cytidylate kinase (dCMP,dATP)",-2.26498503121301,"Nucleotide interconversion"
"CRNCARtm","Carnithine acetylcarnithine carrier  mitochondrial",-483.401546833067,"Transport, mitochondrial"
"CARN1836Z9Z12Zt_m","(6Z,9Z,12Z)-octadecatrienoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)",-21.6534592358836,"Transport, mitochondrial"
"EX_oh1_e","OH1 Exchange",-100,"Exchange/demand reaction"
"SCP2x_1","Peroxisomal Thiolase 2",21.6534592358836,"Bile acid synthesis"
"r0027","NADPH:CoA-glutathione oxidoreductase EC:1.8.1.9",545.999293867533,"Methionine and cysteine metabolism"
"r0747","3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50",1000,"Bile acid synthesis"
"PGI","Glucose-6-phosphate isomerase",285.086248215256,"Glycolysis/gluconeogenesis"
"r0425","EC:1.1.1.42",-118.595544513519,"Miscellaneous"
"NDPK7","Nucleoside-diphosphate kinase (ATP:dCDP)",-499.943262092006,"Nucleotide interconversion"
"EX_idp_e","IDP exchange",-100,"Exchange/demand reaction"
"r0317","Citrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.4",-468.622280054147,"Miscellaneous"
"HMR_1084","Gamma-Glutamyltransferase",2.61621438606312,"Leukotriene metabolism"
"ORNTArm","L-Ornithine:2-oxo-acid aminotransferase",100,"Urea cycle"
"BIOMASS_reaction","Generic Human Biomass Reaction",171.811046894713,NA
"DOPAtu","Dopamine uniport",-100,"Transport, extracellular"
"RE2640C","N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase",-1000,"Methionine and cysteine metabolism"
"RPI","Ribose-5-phosphate isomerase",-74.6159056436929,"Pentose phosphate pathway"
"GLCRt1","Transport by Glut-5 Transporter into Extracellular Space",-36.642214651185,"Transport, extracellular"
"LPASE","Lysophospholipase",23.5454929554642,"Glycerophospholipid metabolism"
"DGCHOLtx","Bile acid intracellular transport",151.574214651185,"Transport, peroxisomal"
"CYTK11","Cytidylate kinase (dCMP,dGTP)",-577.848533272393,"Nucleotide interconversion"
"EX_deoxfvs_e","Exchange reaction for deoxy-fluvastatin-dinor in hepatic vein",100,"Exchange/demand reaction"
"ADK1","Adenylate kinase",911.491238249459,"Nucleotide interconversion"
"TKT1","Transketolase",-37.3079528218465,"Pentose phosphate pathway"
"r0797","Glycine N-choloyltransferase EC:2.3.1.65",-151.574214651185,"Bile acid synthesis"
"GDHm","Glutamate dehydrogenase, mitochondria",-716.598453166932,"Glutamate metabolism"
"r0181","ITP Diphosphohydrolase",-100,"Purine catabolism"
"PGM","Phosphoglycerate mutase",-1000,"Glycolysis/gluconeogenesis"
"UMPK3","UMP kinase (UTP)",6.44302757427499,"Nucleotide interconversion"
"ASPTA","Aspartate transaminase",-1000,"Alanine and aspartate metabolism"
"r0688","3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestan-26-Al:NAD+ Oxidoreductase Bile Acid Biosynthesis",194.553113154301,"Bile acid synthesis"
"DGTPtn","DGTP diffusion in nucleus",1.70058574216387,"Transport, nuclear"
"CYOR_u10mi","CYOR u10mi",135.068,"Oxidative phosphorylation"
"RE3301C_1","Phospholipase D",5.50809035239761,"Glycerophospholipid metabolism"
"EX_glcr_e","D-Glucarate exchange",36.642214651185,"Exchange/demand reaction"
"ORNt3m","Ornithine mitochondrial transport via proton antiport",-100,"Transport, mitochondrial"
"DRPA","Deoxyribose-phosphate aldolase",595.325405298607,"Pentose phosphate pathway"
"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)",-202.741245253205,"Nucleotide interconversion"
"r2092","Major Facilitator(MFS) TCDB:2.A.1.13.1",21.6534592358836,"Transport, extracellular"
"r2123","Major Facilitator(MFS) TCDB:2.A.1.13.1",21.6534592358836,"Transport, extracellular"
"ACOAD9m","2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming",18.7875471549161,"Valine, leucine, and isoleucine metabolism"
"FBA","Fructose-bisphosphate aldolase",210.470342571563,"Glycolysis/gluconeogenesis"
"UMPK7","UMP kinase (dGTP)",484.216667092558,"Nucleotide interconversion"
"FVSitx","FVSitx",100,"Drug metabolism"
"MI3PP","1D-myo-Inositol 3-phosphate phosphohydrolase",4.00577455835024,"Inositol phosphate metabolism"
"r0173","(S)-Lactate:NAD+ oxidoreductase Glycolysis / Gluconeogenesis / Pyruvate metabolism EC:1.1.1.27",-100,"Glycolysis/gluconeogenesis"
"RE0944E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"ALATA_L","L-alanine transaminase",-549.834732899231,"Glutamate metabolism"
"DCK1m","Deoxycytidine kinase, mitochondrial (ATP)",-688.957271478442,"Nucleotide interconversion"
"SK_ficytb5_c","Sink ficytb5[c]",1000,NA
"SK_pro__L_c","Sink pro L[c]",188.382835294646,"Exchange/demand reaction"
"CATm","Catalase",25,"ROS detoxification"
"SK_5HPET_c","Sink for 5(S)-HPETE",-300,"Exchange/demand reaction"
"EX_h2o_e","H2O exchange",-100,"Exchange/demand reaction"
"TMDS","Thymidylate synthase",7.35910204660433,"Nucleotide interconversion"
"BALAtmr","Beta-alanine transport, mitochondria",483.401546833067,"Transport, mitochondrial"
"CYOOm2i","CYOOm2i",67.534,"Oxidative phosphorylation"
"r0086","2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3",359.2126155797,"Urea cycle"
"EX_gthrd_e","Reduced glutathione exchange",-100,"Exchange/demand reaction"
"PCHOL_HStg","Phosphatidylcholine scramblase",3.00428796600096,"Transport, golgi apparatus"
"r1116","ATP Exporter (ATP-E) TCDB:9.A.6.1.1",-100,"Transport, extracellular"
"MDHm","Malate dehydrogenase  mitochondrial",-18.7875471549161,"Citric acid cycle"
"HMR_3106","HMR 3106",-583.401546833067,"Transport, peroxisomal"
"EX_leuktrD4_e","Leukotriene D4 exchange",100,"Exchange/demand reaction"
"EX_met__L_e","L-Methionine exchange",-100,"Exchange/demand reaction"
"EX_glc__D_e","D-Glucose exchange",100,"Exchange/demand reaction"
"EX_cgly_e","Cys-Gly exchange",-100,"Exchange/demand reaction"
"GBA","Glucosylceramidase",3.00428796600096,"Sphingolipid metabolism"
"ACt2r","Acetate reversible transport via proton symport",-100,"Transport, extracellular"
"DAG_HStg","Diacylglycerol Golgi Export",3.00428796600096,"Transport, golgi apparatus"
"PYK2","Pyruvate kinase(2)",228.837228611378,"Glycolysis/gluconeogenesis"
"SK_focytb5_c","Sink focytb5[c]",-1000,NA
"PHETA1","Phenylalanine transaminase",-100,"Phenylalanine metabolism"
"r2526","Major Facilitator(MFS) TCDB:2.A.1.44.1",200,"Transport, extracellular"
"COAtp","Coenzyme A transport, peroxisomal",453.480791417766,"Transport, peroxisomal"
"ETHAAL","Ethanolamine ammonia-lyase",36.052314647246,"Glycerophospholipid metabolism"
"SK_asn__L_c","Sink asn L[c]",-48.0083017785553,"Exchange/demand reaction"
"r2328","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2",-300,"Transport, extracellular"
"H2O2tp","Hydrogen peroxide transport via diffusion, glyoxysome",-36.642214651185,"Transport, peroxisomal"
"SK_glygn2_c","Sink glygn2[c]",-112.12446400425,"Exchange/demand reaction"
"r0879","TCDB:2.A.29.2.4 TCDB:2.A.29.16.1",100,"Transport, extracellular"
"GLYCLm","Glycine cleavage system  mitochondrial",-642.614162412767,"Transport, extracellular"
"EX_ins_e","Inosine exchange",-100,"Exchange/demand reaction"
"LEUTAm","Leucine transaminase  mitochondrial",-1000,"Valine, leucine, and isoleucine metabolism"
"SK_Tyr_ggn_c","Sink for Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)",112.12446400425,"Exchange/demand reaction"
"HMR_7197","HMR 7197",481.585117765932,"O-glycan metabolism"
"OROTGLUt","Orotate-Glutamate Antiport",237.67,"Transport, extracellular"
"EX_gly_e","Glycine exchange",100,"Exchange/demand reaction"
"CRNtp","Carnitine transport into peroxsiome",-483.401546833067,"Transport, peroxisomal"
"EX_itp_e","Exchange of ITP",100,"Exchange/demand reaction"
"DCYTtm","Deoxycytidine facilated transport in mitochondria",-688.957271478442,"Transport, mitochondrial"
"EX_CE2839_e","Maltodecaose exchange",100,"Exchange/demand reaction"
"r1117","Facilitated diffusion",5.10992363170564,"Transport, mitochondrial"
"IMPtr","Transport of IMP",-80.6028764276808,"Transport, extracellular"
"GLYtp","Glycine passive transport to peroxisome",151.574214651185,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"UPPRT","Uracil phosphoribosyltransferase",1000,"Pyrimidine synthesis"
"5MTHFt","5-Methyltetrahydrofolate transport via receptor binding and protolysis",1000,"Transport, extracellular"
"CO2t","CO2 transporter via diffusion",-100,"Transport, extracellular"
"D3AIBTm","D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial",-359.2126155797,"Pyrimidine catabolism"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",18.7875471549161,"Valine, leucine, and isoleucine metabolism"
"ILEtmi","Isoleucine transport from mitochondria to cytosol",34.4763600588163,"Transport, mitochondrial"
"VALTA","Valine transaminase",18.7875471549161,"Valine, leucine, and isoleucine metabolism"
"DM_ach_c","DM ach[c]",583.401546833067,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"CERT1gt","Ceramide transport protein",3.00428796600096,"Transport, golgi apparatus"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",151.574214651185,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",545.999293867533,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",-7.46599999999999,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-21.6534592358836,"Propanoate metabolism"
"NADH2_u10mi","NADH2 u10mi",135.068,"Oxidative phosphorylation"
"STCRNtr","Transport of O-Octadecanoyl-R-Carnitine",1000,"Transport, extracellular"
"EX_na1_e","Sodium exchange",-100,"Exchange/demand reaction"
"G3PD1ir","Glycerol 3 phosphate dehydrogenase  NAD",-21.0418623801144,"Glycerophospholipid metabolism"
"TYMte","Tyraminium Transport, Cytosol",-239.677427157793,"Transport, extracellular"
"PPM2","Phosphopentomutase 2 (deoxyribose)",595.325405298607,"Pentose phosphate pathway"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",468.622280054147,"Miscellaneous"
"r0157","L-Glutamine:pyruvate aminotransferase Glutamate metabolism EC:2.6.1.15",359.2126155797,"Urea cycle"
"10FTHFtm","10-Formyltetrahydrofolate mitochondrial transport via diffusion",-357.385837587233,"Transport, mitochondrial"
"EX_thf_e","5,6,7,8-Tetrahydrofolate exchange",100,"Exchange/demand reaction"
"SK_val__L_c","Sink val L[c]",-79.3693249673203,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"EX_gluside_hs_e","Exchange/Demand Reaction",-3.00428796600096,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-642.614162412767,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"3MOPt2im","3-Methyl-2-oxopentanoate mitochondrial transport via proton symport",34.4763600588163,"Transport, mitochondrial"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"GLRASE","Glucuronolactone reductase",36.642214651185,"Vitamin C metabolism"
"CITtam","Citrate transport  mitochondrial",322.216721469418,"Transport, mitochondrial"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-45.5661795579938,"Exchange/demand reaction"
"SUCOASm","Succinate  CoA ligase  ADP forming",-981.212452845084,"Citric acid cycle"
"AKR1C41","Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",1000,"Bile acid synthesis"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",18.7875471549161,"Valine, leucine, and isoleucine metabolism"
"r0423","Isocitrate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42",118.595544513519,"Miscellaneous"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",779.002495712147,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"DCTPtn","DCTP diffusion in nucleus",393.349921881412,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"MI3PS","1D-myo-inositol-3-phosphate lyase (isomerizing)",4.00577455835024,"Inositol phosphate metabolism"
"SK_ile__L_c","Sink ile L[c]",-49.1513606735458,"Exchange/demand reaction"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"RPEc","Ribulose 5-Phosphate 3-Epimerase",-37.3079528218465,"Pentose phosphate pathway"
"r1740","Y+LAT2 Utilized transport",100,"Transport, extracellular"
"SRTNtu","Serotonin uniport",168.835,"Transport, extracellular"
"Htx","H transporter, peroxisome",606.29685860474,"Transport, peroxisomal"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-23.5454929554642,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",18.7875471549161,"Valine, leucine, and isoleucine metabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-649.973264459372,"Transport, mitochondrial"
"LEUt5m","Leucine mitochondrial transport",-1000,"Transport, mitochondrial"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",-159.252143161965,"Urea cycle"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.50363057534976,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"LPCHOLt","Lysophosphatidylcholine Transport",23.5454929554642,"Transport, extracellular"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-101.731726221016,"Exchange/demand reaction"
"INSt4","Inosine transport in via sodium symport",100,"Transport, extracellular"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",483.401546833067,"Propanoate metabolism"
"LEUKTRD4t","Leukotriene D4 transport",-97.3837856139369,"Transport, extracellular"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",23.5454929554642,"Exchange/demand reaction"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-29.5427377024991,"Glycerophospholipid metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-1000,"Transport, mitochondrial"
"NTD5m","5'-nucleotidase (dTMP), mitochondrial",5.10992363170564,"Nucleotide interconversion"
"r1019","Postulated transport reaction",-151.574214651185,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"MTHFD","Methylenetetrahydrofolate dehydrogenase (NADP)",-357.385837587233,"Folate metabolism"
"RE2605C","RE2605C",100,"Purine catabolism"
"CO2tp","CO2 peroxisomal transport",64.9603777076507,"Transport, peroxisomal"
"EX_imp_e","IMP exchange",80.6028764276808,"Exchange/demand reaction"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.50363057534976,"Glycerophospholipid metabolism"
"PEPCKm","Phosphoenolpyruvate carboxykinase (GTP)",228.837228611378,"Glycolysis/gluconeogenesis"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-61.7248367073947,"Exchange/demand reaction"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"DM_na1_c","Sink na1",100,"Exchange/demand reaction"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
"EX_orn_e","Ornithine exchange",-100,"Exchange/demand reaction"
"PYK","Pyruvate kinase",1000,"Glycolysis/gluconeogenesis"
"THMDt2","Thymidine transport in via proton symport",-5.10992363170564,"Transport, extracellular"
"ICDHym","Isocitrate dehydrogenase  NADP",-468.622280054147,"Citric acid cycle"
"EX_maltpt_e","Maltopentaose exchange",100,"Exchange/demand reaction"
"SK_gln__L_c","Sink gln L[c]",-415.222329623189,"Exchange/demand reaction"
"EX_hco3_e","EX hco3 LPAREN e RPAREN",100,"Exchange/demand reaction"
"r0915","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",-551.053950080796,"Transport, mitochondrial"
"EX_akg_e","2-Oxoglutarate exchange",-100,"Exchange/demand reaction"
"DCMPtm","DCMPtm",-688.957271478442,"Transport, mitochondrial"
"SMS1S2","Sphingomyelin Synthase 1 Or Sphingomyelin Synthase 2",3.00428796600096,"Sphingolipid metabolism"
"CO2tm","CO2 transport  diffusion   mitochondrial",218.441169125417,"Transport, mitochondrial"
