"Reaction ID","Reaction Name","Flux","Subsystem"
"DAGK_hs","Diacylglycerol phosphate kinase (homo sapiens)",2.97053945247256,"Glycerophospholipid metabolism"
"r1454","TCDB:2.A.1.13.5 TCDB:2.A.1.13.1",12.5949019308247,"Transport, mitochondrial"
"CLS_hs","Cardiolipin synthase (homo sapiens)",1.98047288899263,"Glycerophospholipid metabolism"
"CHAT","Choline O-acetyltransferase",815.831371107636,"Glycerophospholipid metabolism"
"CYTK12n","Cytidylate kinase (dCMP,dCTP),nuclear",-0.741304128489806,"Nucleotide interconversion"
"LDH_D","D-lactate dehydrogenase",100,"Pyruvate metabolism"
"CSNATr","Carnitine O acetyltransferase",-715.831371107636,"Fatty acid oxidation"
"GLPASE1","Glycogen phosphorylase (glygn2 -> dxtrn)",112.128682568441,"Starch and sucrose metabolism"
"GAPD","Glyceraldehyde-3-phosphate dehydrogenase",1000,"Glycolysis/gluconeogenesis"
"CGLYt3_2","Cys-Gly transport in via proton symport",171.714976648357,"Transport, extracellular"
"D_LACt2","D lactate transport via proton symport",100,"Transport, extracellular"
"PGPPT","Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase",2.47550617073259,"Glycerophospholipid metabolism"
"2HBO","2 HydroxybutyrateNAD oxidoreductase",-12.5949019308247,"Propanoate metabolism"
"MTHFDm","Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial",826.886107660643,"Folate metabolism"
"TRDR","Thioredoxin reductase (NADPH)",1000,"Nucleotide interconversion"
"DURAD","Dihydrouracil dehydrogenase (NADP)",-483.564601681209,"Pyrimidine catabolism"
"PCm","Pyruvate carboxylase",684.453991764028,"Pyruvate metabolism"
"ABTArm","4-aminobutyrate transaminase, reversible (mitochondrial)",-1000,"Glutamate metabolism"
"ACALDtm","Acetaldehyde mitochondrial diffusion",-531.001836933956,"Transport, mitochondrial"
"FUM","Fumarase",-153.452154830072,"Citric acid cycle"
"GLCt1","Glucose transport  uniport",-897.029460547527,"Transport, extracellular"
"APAT2rm","3-Aminopropanoate:2-oxoglutarate aminotransferase (m)",483.564601681209,"Beta-Alanine metabolism"
"RE0926E","Alpha-Amylase",-300,"Starch and sucrose metabolism"
"MDH","Malate dehydrogenase",152.733505949386,"Citric acid cycle"
"CRNtim","L carnitine transport out of mitochondria via diffusion",12.5949019308247,"Transport, mitochondrial"
"EX_phpyr_e","Exchange of Phenylpyruvate",-100,"Exchange/demand reaction"
"EX_o2s_e","Superoxide anion exchange",-100,"Exchange/demand reaction"
"GLUt2m","Amino acid transporter (glu-L), mitochondrial",354.921715429721,"Transport, mitochondrial"
"GMPR","GMP reductase",-7.81707496886213,"Nucleotide interconversion"
"TKT2","Transketolase",-37.2633041393315,"Pentose phosphate pathway"
"r0739","Alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1",-269.147482799847,"Bile acid synthesis"
"HCO3Em","HCO3 equilibration reaction",684.453991764028,"Miscellaneous"
"EX_malthp_e","EX malthp LPAREN e RPAREN",100,"Exchange/demand reaction"
"RE0935E","Alpha-Amylase",-200,"Starch and sucrose metabolism"
"4MOPt2im","4-methyl-2-oxopentanoate mitochondrial transport  via proton symport",648.93563030106,"Transport, mitochondrial"
"DEOXFVStev","Exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine",100,"Drug metabolism"
"DURIPP","Deoxyuridine phosphorylase",595.354514099203,"Nucleotide interconversion"
"ALDD2xm","Aldehyde dehydrogenase  acetylaldehyde  NAD   mitochondrial",531.001836933956,"Glycolysis/gluconeogenesis"
"CDIPTr","Phosphatidylinositol synthase (Homo sapiens)",-4.45597905972522,"Glycerophospholipid metabolism"
"SK_cmpglna_c","Sink cmpglna[c]",-1000,NA
"RNDR1","Ribonucleoside-diphosphate reductase (ADP)",2.23954143897665,"Nucleotide interconversion"
"PCRNtm","Transport into the mitochondria from cytosol (carnitine)",12.5949019308247,"Fatty acid oxidation"
"CSNAT2m","Carnitine O-aceyltransferase, mitochondrial",12.5949019308247,"Fatty acid oxidation"
"GTHRDH_syn","Glutathione hydralase (periplasmic)",-171.714976648357,"Glutathione metabolism"
"INSt","Inosine transport (diffusion)",100,"Transport, extracellular"
"r2104","Major Facilitator(MFS) TCDB:2.A.1.13.1",100,"Transport, extracellular"
"SUCOAS1m","Succinyl-CoA ligase (GDP-forming)",-846.547845169928,"Citric acid cycle"
"RDH2","Retinol dehydrogenase (9-cis,NADH)",-1000,"Vitamin A metabolism"
"BAAT3x","Bile acid Coenzyme A: amino acid N-acyltransferase",88.1643135157732,"Bile acid synthesis"
"GLUNm","Glutaminase (mitochondrial)",226.280684297766,"Glutamate metabolism"
"CYTDt","Cytidine facilated transport in cytosol",-100,"Transport, extracellular"
"HCO3E","HCO3 equilibration reaction",100,"Miscellaneous"
"DEOXFVSitx","DEOXFVSitx",-100,"Drug metabolism"
"RDH2a","Retinol dehydrogenase (9-cis,NADPH)",1000,"Vitamin A metabolism"
"PYNP2r","Pyrimidine-nucleoside phosphorylase (uracil)",888.210087582006,"Pyrimidine catabolism"
"r0426","Isocitrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.3",468.998163066044,"Miscellaneous"
"SPODMm","Superoxide dismutase",50.8215009466204,"ROS detoxification"
"CSNAT3x","Carnitine O-aceyltransferase, peroxisomal",12.5949019308247,"Fatty acid oxidation"
"ENO","Enolase",1000,"Glycolysis/gluconeogenesis"
"AMPDA","Adenosine monophosphate deaminase",88.6378479812577,"Nucleotide interconversion"
"4ABUTtm","4 aminobutanoate mitochondrial transport via diffusion",-1000,"Transport, mitochondrial"
"THYMDtm","Thymd transport",-5.09932760336102,"Transport, mitochondrial"
"DUTUP","DUTP:uridine 5'-phosphotransferase",-988.210087582006,"Nucleotide interconversion"
"EX_2hb_e","2 Hydroxybutyrate exchange",12.5949019308247,"Exchange/demand reaction"
"RE0958E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"PGK","Phosphoglycerate kinase",-1000,"Glycolysis/gluconeogenesis"
"GLDBRAN","Glycogen debranching enzyme",112.128682568441,"Starch and sucrose metabolism"
"RNDR4","Ribonucleoside-diphosphate reductase (UDP)",190.920539198396,"Nucleotide interconversion"
"AKGMALtm","Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",-507.810980368193,"Transport, mitochondrial"
"DCK1n","Deoxycytidine kinase, nuclear (ATP)",-0.741304128489806,"Nucleotide interconversion"
"R04215","CTP:N-glycoloylneuraminate cytidylyltransferase",-1000,"Aminosugar metabolism"
"CRNCARtm","Carnithine acetylcarnithine carrier  mitochondrial",-715.831371107636,"Transport, mitochondrial"
"CYTK8","Cytidylate kinase (CMP,dATP)",-4.46345382444607,"Nucleotide interconversion"
"SCP2x_1","Peroxisomal Thiolase 2",12.5949019308248,"Bile acid synthesis"
"CYTK1","Cytidylate kinase (CMP)",-95.5365461755539,"Nucleotide interconversion"
"PGI","Glucose-6-phosphate isomerase",285.67503538586,"Glycolysis/gluconeogenesis"
"NDPK7","Nucleoside-diphosphate kinase (ATP:dCDP)",-499.225998343153,"Nucleotide interconversion"
"EX_idp_e","IDP exchange",-100,"Exchange/demand reaction"
"r0317","Citrate hydro-lyase Citrate cycle (TCA cycle) / Glyoxylate and dicarboxylate metabolism EC:4.2.1.4",-468.998163066044,"Miscellaneous"
"BIOMASS_reaction","Generic Human Biomass Reaction",169.881016382967,NA
"ALDD2x","Aldehyde dehydrogenase (acetaldehyde, NAD)",100,"Glycolysis/gluconeogenesis"
"RE2640C","N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase",-1000,"Methionine and cysteine metabolism"
"PFK","Phosphofructokinase",32.0178003267953,"Glycolysis/gluconeogenesis"
"LPASE","Lysophospholipase",22.0874419964669,"Glycerophospholipid metabolism"
"DGCHOLtx","Bile acid intracellular transport",88.1643135157732,"Transport, peroxisomal"
"O2ter","O2  transport  endoplasmic reticulum",-50,"Transport, endoplasmic reticular"
"CYTK11","Cytidylate kinase (dCMP,dGTP)",84.8110633440895,"Nucleotide interconversion"
"EX_deoxfvs_e","Exchange reaction for deoxy-fluvastatin-dinor in hepatic vein",100,"Exchange/demand reaction"
"ADK1","Adenylate kinase",335.142165300362,"Nucleotide interconversion"
"r2084","Major Facilitator(MFS) TCDB:2.A.1.13.1",-12.5949019308247,"Transport, extracellular"
"TKT1","Transketolase",-37.2633041393315,"Pentose phosphate pathway"
"r0797","Glycine N-choloyltransferase EC:2.3.1.65",-88.1643135157732,"Bile acid synthesis"
"GDHm","Glutamate dehydrogenase, mitochondria",-584.168628892364,"Glutamate metabolism"
"r0181","ITP Diphosphohydrolase",-100,"Purine catabolism"
"PGM","Phosphoglycerate mutase",-1000,"Glycolysis/gluconeogenesis"
"ASPTA","Aspartate transaminase",-1000,"Alanine and aspartate metabolism"
"DGTPtn","DGTP diffusion in nucleus",1.6814823001586,"Transport, nuclear"
"CYOR_u10mi","CYOR u10mi",164.300189324088,"Oxidative phosphorylation"
"NDPK3","Nucleoside-diphosphate kinase (ATP:CDP)",-100,"Nucleotide interconversion"
"RE3301C_1","Phospholipase D",5.44621550422153,"Glycerophospholipid metabolism"
"EX_gluala_e","5-L-Glutamyl-L-alanine exchange",71.7149766483572,"Exchange/demand reaction"
"DRPA","Deoxyribose-phosphate aldolase",595.354514099203,"Pentose phosphate pathway"
"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)",-1000,"Nucleotide interconversion"
"r2092","Major Facilitator(MFS) TCDB:2.A.1.13.1",12.5949019308247,"Transport, extracellular"
"ACOAD9m","2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming",226.532628140292,"Valine, leucine, and isoleucine metabolism"
"FBA","Fructose-bisphosphate aldolase",211.148427107197,"Glycolysis/gluconeogenesis"
"UMPK7","UMP kinase (dGTP)",11.7899124179944,"Nucleotide interconversion"
"FVSitx","FVSitx",100,"Drug metabolism"
"MI3PP","1D-myo-Inositol 3-phosphate phosphohydrolase",3.96077589696887,"Inositol phosphate metabolism"
"r2080","Major Facilitator(MFS) TCDB:2.A.1.13.1",-87.4050980691753,"Transport, extracellular"
"RE0944E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"ALATA_L","L-alanine transaminase",-183.279238809545,"Glutamate metabolism"
"DCK1m","Deoxycytidine kinase, mitochondrial (ATP)",-498.012234208629,"Nucleotide interconversion"
"SK_ficytb5_c","Sink ficytb5[c]",948.807546918832,NA
"SK_pro__L_c","Sink pro L[c]",-70.0732011617117,"Exchange/demand reaction"
"CATm","Catalase",25.4107504733102,"ROS detoxification"
"SK_5HPET_c","Sink for 5(S)-HPETE",-100,"Exchange/demand reaction"
"EX_h2o_e","H2O exchange",-100,"Exchange/demand reaction"
"TMDS","Thymidylate synthase",7.32323998883044,"Nucleotide interconversion"
"BALAtmr","Beta-alanine transport, mitochondria",483.564601681209,"Transport, mitochondrial"
"EX_gthrd_e","Reduced glutathione exchange",100,"Exchange/demand reaction"
"H2Otn","H2O transport  nuclear",-498.753538337119,"Transport, nuclear"
"PCHOL_HStg","Phosphatidylcholine scramblase",2.97053945247256,"Transport, golgi apparatus"
"r1116","ATP Exporter (ATP-E) TCDB:9.A.6.1.1",-100,"Transport, extracellular"
"MDHm","Malate dehydrogenase  mitochondrial",-306.185660779458,"Citric acid cycle"
"HMR_3106","HMR 3106",-100,"Transport, peroxisomal"
"EX_leuktrD4_e","Leukotriene D4 exchange",-100,"Exchange/demand reaction"
"GGT6","Gamma-glutamyltransferase",100,"Eicosanoid metabolism"
"MTHFD2m","Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",-826.886107660643,"Folate metabolism"
"EX_met__L_e","L-Methionine exchange",-25.9948533648888,"Exchange/demand reaction"
"EX_glc__D_e","D-Glucose exchange",100,"Exchange/demand reaction"
"EX_cgly_e","Cys-Gly exchange",-100,"Exchange/demand reaction"
"DURItn","Deoxyuridine  transport in nucleus",-498.753538337119,"Transport, nuclear"
"ACt2r","Acetate reversible transport via proton symport",-12.5949019308247,"Transport, extracellular"
"DNDPt5m","DATP transport via dTDP antiport",2.22391238546942,"Transport, mitochondrial"
"DAG_HStg","Diacylglycerol Golgi Export",2.97053945247256,"Transport, golgi apparatus"
"Ht","Proton diffusion",-95.2381504449731,"Transport, extracellular"
"SK_focytb5_c","Sink focytb5[c]",-948.807546918832,NA
"HMR_0467","HMR 0467",-8.41675495669409,"Transport, endoplasmic reticular"
"PHETA1","Phenylalanine transaminase",-100,"Phenylalanine metabolism"
"NDPK4n","Nucleoside-diphosphate kinase (ATP:dTDP), nuclear",2.22391238546942,"Nucleotide interconversion"
"r2526","Major Facilitator(MFS) TCDB:2.A.1.44.1",100,"Transport, extracellular"
"COAtp","Coenzyme A transport, peroxisomal",11.8356864842268,"Transport, peroxisomal"
"ETHAAL","Ethanolamine ammonia-lyase",35.6473228347526,"Glycerophospholipid metabolism"
"PRISTtx","Prist peroxisomal transport",-100,"Transport, peroxisomal"
"C03990t","Transport of Lithocholate, Sodium Symport",100,"Transport, extracellular"
"SK_asn__L_c","Sink asn L[c]",-47.4690030028105,"Exchange/demand reaction"
"H2O2tp","Hydrogen peroxide transport via diffusion, glyoxysome",-100,"Transport, peroxisomal"
"SK_glygn2_c","Sink glygn2[c]",-112.128682568441,"Exchange/demand reaction"
"GLYCLm","Glycine cleavage system  mitochondrial",-642.112055405401,"Transport, extracellular"
"EX_ins_e","Inosine exchange",-100,"Exchange/demand reaction"
"r0509","Succinate:Ubiquinone Oxidoreductase",73.0804733102203,"Citric acid cycle"
"Kt3r","Potassium transport out via proton antiport",-337.67,"Transport, extracellular"
"LEUTAm","Leucine transaminase  mitochondrial",-648.93563030106,"Valine, leucine, and isoleucine metabolism"
"SK_Tyr_ggn_c","Sink for Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)",112.128682568441,"Exchange/demand reaction"
"HMR_7197","HMR 7197",482.891922205548,"O-glycan metabolism"
"OROTGLUt","Orotate-Glutamate Antiport",237.67,"Transport, extracellular"
"RE0452M","DTMP Kinase",2.22391238546942,"Pyrimidine synthesis"
"EX_gly_e","Glycine exchange",100,"Exchange/demand reaction"
"CRNtp","Carnitine transport into peroxsiome",12.5949019308247,"Transport, peroxisomal"
"EX_itp_e","Exchange of ITP",100,"Exchange/demand reaction"
"DCYTtm","Deoxycytidine facilated transport in mitochondria",-498.012234208629,"Transport, mitochondrial"
"r2143","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14",100,"Transport, extracellular"
"DHFR","Dihydrofolate reductase",-350.564704605768,"Folate metabolism"
"EX_CE2839_e","Maltodecaose exchange",100,"Exchange/demand reaction"
"r1117","Facilitated diffusion",7.32323998883044,"Transport, mitochondrial"
"IMPtr","Transport of IMP",-80.8207730123956,"Transport, extracellular"
"GLYtp","Glycine passive transport to peroxisome",88.1643135157732,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"NH4tn","Ammonia nuclear transport",-498.753538337119,"Transport, nuclear"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"UPPRT","Uracil phosphoribosyltransferase",1000,"Pyrimidine synthesis"
"5MTHFt","5-Methyltetrahydrofolate transport via receptor binding and protolysis",-2.97053945247256,"Transport, extracellular"
"CO2t","CO2 transporter via diffusion",-100,"Transport, extracellular"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",226.532628140292,"Valine, leucine, and isoleucine metabolism"
"VALTA","Valine transaminase",226.532628140292,"Valine, leucine, and isoleucine metabolism"
"DM_ach_c","DM ach[c]",815.831371107636,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"DNDPt16m","DUDP transport via dADP antiport",2.22391238546942,"Transport, mitochondrial"
"DCYTDn","Deoxycytidine deaminase, nuclear",498.753538337119,"Nucleotide interconversion"
"RE1807C","RE1807",-269.147482799847,"Bile acid synthesis"
"CERT1gt","Ceramide transport protein",2.97053945247256,"Transport, golgi apparatus"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",88.1643135157732,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",546.044235593014,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",5.9178432421134,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-12.5949019308247,"Propanoate metabolism"
"H2O2ter","Hydrogen peroxide transport, endoplasmic reticulum",100,"Drug metabolism"
"NADH2_u10mi","NADH2 u10mi",91.2197160138679,"Oxidative phosphorylation"
"G3PD1ir","Glycerol 3 phosphate dehydrogenase  NAD",-19.6119358257343,"Glycerophospholipid metabolism"
"PPM2","Phosphopentomutase 2 (deoxyribose)",595.354514099203,"Pentose phosphate pathway"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",468.998163066044,"Miscellaneous"
"RE3273R_1","Phospholipase D",-8.41675495669409,"Phosphatidylinositol phosphate metabolism"
"PCRNtc","Transport into the cytosol from peroxisome (carnitine)",12.5949019308247,"Fatty acid oxidation"
"XYLUR","Xylulose reductase",-394.330304906425,"Pentose phosphate pathway"
"SK_val__L_c","Sink val L[c]",-286.433863684041,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"EX_gluside_hs_e","Exchange/Demand Reaction",-2.97053945247256,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-642.112055405401,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"SK_thf_c","EX thf LPAREN c RPAREN",100,"Exchange/demand reaction"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-45.054314235943,"Exchange/demand reaction"
"ALDD21","Aldehyde dehydrogenase (pristanal, NAD)",100,"Fatty acid oxidation"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",226.532628140292,"Valine, leucine, and isoleucine metabolism"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",916.720761190455,"Transport, mitochondrial"
"RE3076X","Long-Chain-Aldehyde Dehydrogenase",-100,"Fatty acid oxidation"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"DCTPtn","DCTP diffusion in nucleus",394.142526301322,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"MI3PS","1D-myo-inositol-3-phosphate lyase (isomerizing)",3.96077589696887,"Inositol phosphate metabolism"
"SK_ile__L_c","Sink ile L[c]",-48.5992214048064,"Exchange/demand reaction"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"Htx","H transporter, peroxisome",452.657254063093,"Transport, peroxisomal"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-22.0874419964669,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",226.532628140292,"Valine, leucine, and isoleucine metabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-1000,"Transport, mitochondrial"
"ADK3","Adentylate kinase (GTP)",576.21998671838,"Nucleotide interconversion"
"URIt2","Uridine transport in via proton symport",-100,"Transport, extracellular"
"LEUt5m","Leucine mitochondrial transport",-648.93563030106,"Transport, mitochondrial"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.47550617073259,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"PA_HSter","Phosphatidate scramblase",8.41675495669409,"Transport, endoplasmic reticular"
"LPCHOLt","Lysophosphatidylcholine Transport",22.0874419964669,"Transport, extracellular"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-100.588928134584,"Exchange/demand reaction"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",483.564601681209,"Propanoate metabolism"
"LEUKTRD4t","Leukotriene D4 transport",100,"Transport, extracellular"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",22.0874419964669,"Exchange/demand reaction"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-29.2108708860347,"Glycerophospholipid metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-1000,"Transport, mitochondrial"
"NTD5m","5'-nucleotidase (dTMP), mitochondrial",5.09932760336102,"Nucleotide interconversion"
"r1019","Postulated transport reaction",-88.1643135157732,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"CO2tp","CO2 peroxisomal transport",37.7847057924742,"Transport, peroxisomal"
"GTMLTe","G-glutamyltransferase (e)",71.7149766483572,"Glutathione metabolism"
"EX_imp_e","IMP exchange",80.8207730123956,"Exchange/demand reaction"
"CATr","Catalase",50,"ROS detoxification"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.47550617073259,"Glycerophospholipid metabolism"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-61.0314539457446,"Exchange/demand reaction"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"r2378","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",645.641174461879,"Transport, mitochondrial"
"CRMte","Ceramide Diffusion",2.97053945247256,"Sphingolipid metabolism"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
"HMR_1095","HMR 1095",499.494842465609,"Transport, nuclear"
"PYK","Pyruvate kinase",1000,"Glycolysis/gluconeogenesis"
"THMDt2","Thymidine transport in via proton symport",-5.09932760336102,"Transport, extracellular"
"3AIBt1","3-Amino-Isobutyrate Transport, Proton Symport",-30.4975733175556,"Transport, extracellular"
"r0818","Transport reaction",2.22391238546942,"Pyruvate metabolism"
"ICDHym","Isocitrate dehydrogenase  NADP",-468.998163066044,"Citric acid cycle"
"r0840","Free diffusion",-74.5266082786629,"Transport, endoplasmic reticular"
"EX_maltpt_e","Maltopentaose exchange",100,"Exchange/demand reaction"
"H2Oter","H2O endoplasmic reticulum transport",-108.416754956694,"Transport, endoplasmic reticular"
"SK_gln__L_c","Sink gln L[c]",-281.661216114547,"Exchange/demand reaction"
"EX_hco3_e","EX hco3 LPAREN e RPAREN",100,"Exchange/demand reaction"
"EX_akg_e","2-Oxoglutarate exchange",-100,"Exchange/demand reaction"
"DCMPtm","DCMPtm",-498.012234208629,"Transport, mitochondrial"
"SMS1S2","Sphingomyelin Synthase 1 Or Sphingomyelin Synthase 2",2.97053945247256,"Sphingolipid metabolism"
"CO2tm","CO2 transport  diffusion   mitochondrial",245.779895888734,"Transport, mitochondrial"
"EX_CE2838_e","Maltononaose exchange",-100,"Exchange/demand reaction"
"EX_ser__L_e","L-Serine exchange",-100,"Exchange/demand reaction"
"SK_phe__L_c","Sink phe L[c]",55.9216522031772,"Exchange/demand reaction"
"r0383","Pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-acetylating) EC:1.2.4.1",232.266769426427,"Miscellaneous"
"MALOAAtm","Dicarboxylate/tricarboxylate carrier (mal:oaa), mitochondrial",-847.266494050614,"Transport, mitochondrial"
"SK_his__L_c","Sink his L[c]",-21.4739797569053,"Exchange/demand reaction"
"r0841","Free diffusion",74.5266082786629,"Transport, endoplasmic reticular"
"HMR_7199","HMR 7199",482.891922205548,"Transport, lysosomal"
"PSSA2_hs","Phosphatidylserine synthase homo sapiens",35.6473228347526,"Glycerophospholipid metabolism"
"SK_Ser_Gly_Ala_X_Gly_r","Sink Ser Gly Ala X Gly, Endoplasmic Reticulum",482.891922205548,"Exchange/demand reaction"
"GPDDACHOL","Glycerophosphocholine Phosphodiesterase",22.0874419964669,"Glycerophospholipid metabolism"
"r0826","Transport reaction",8.41675495669409,"Transport, endoplasmic reticular"
"EX_ac_e","Acetate exchange",100,"Exchange/demand reaction"
"GLNtm","L-glutamine transport via electroneutral transporter",226.280684297766,"Transport, mitochondrial"
"PGLYCtm","Transport of Phosphatidylglycerol, Endoplasmatic Reticulum",2.47550617073259,"Transport, mitochondrial"
"MLTHFtm","5,10-Methylenetetrahydrofolate transport from the cytosol to the mitochondria",642.112055405401,"Transport, mitochondrial"
"r0892","Facilitated diffusion",-100,"Transport, extracellular"
"LTD4DP","Leukotriene D4 dipeptidase",100,"Eicosanoid metabolism"
"EX_thymd_e","Thymidine exchange",5.09932760336102,"Exchange/demand reaction"
"PIt2r","Phosphate reversible transport via symport",-200,"Transport, extracellular"
"r2341","Organic anion transporter 5 Utilized transport",-100,"Transport, extracellular"
